  3830   38.86   22.197  -54.30 9000.0   12.9311    3.3276   55.49 9000.00 9000.00   22.03    3.5500 9000.00000 9000.00000 9000.000
  3840   38.54   22.250  -54.70 9000.0   12.9286    3.3546   56.34 9000.00 9000.00   21.93    3.5500 9000.00000 9000.00000 9000.000
  3850   38.26   22.296  -55.20 9000.0   12.8563    3.3603   57.08 9000.00 9000.00   21.93    3.5300 9000.00000 9000.00000 9000.000
  3860   37.95   22.348  -55.40 9000.0   12.9694    3.4175   57.91 9000.00 9000.00   21.94    3.5600 9000.00000 9000.00000 9000.000
  3870   37.65   22.399  -55.60 9000.0   13.0776    3.4735   58.73 9000.00 9000.00   21.84    3.5900 9000.00000 9000.00000 9000.000
  3880   37.36   22.448  -55.90 9000.0   13.0794    3.5009   59.52 9000.00 9000.00   21.84    3.5900 9000.00000 9000.00000 9000.000
  3890   37.07   22.497  -55.50 9000.0   12.9660    3.4977   60.32 9000.00 9000.00   21.74    3.5600 9000.00000 9000.00000 9000.000
  3900   36.76   22.551  -55.50    1.0   13.2638    3.6082   61.19 9000.00 9000.00   21.75    3.6400 9000.00000 9000.00000 9000.000
  3910   36.48   22.600  -55.50    3.0   13.1548    3.6060   61.99 9000.00 9000.00   21.75    3.6100 9000.00000 9000.00000 9000.000
  3930   35.93   22.696  -55.70 9000.0   12.8957    3.5891   63.55 9000.00 9000.00   21.66    3.5400 9000.00000 9000.00000 9000.000
  3940   35.67   22.743  -55.20 9000.0   13.1147    3.6767   64.30 9000.00 9000.00   21.56    3.6000 9000.00000 9000.00000 9000.000
  3950   35.47   22.778  -54.70 9000.0   13.1160    3.6978   64.88 9000.00 9000.00   21.56    3.6000 9000.00000 9000.00000 9000.000
  3980   34.62   22.935  -50.10 9000.0   14.4801    4.1826   67.53 9000.00 9000.00   21.37    3.9700 9000.00000 9000.00000 9000.000
  3990   34.44   22.969  -49.40 9000.0   14.6662    4.2585   68.13 9000.00 9000.00   21.37    4.0200 9000.00000 9000.00000 9000.000
  4000   34.22   23.011  -49.00 9000.0   14.8896    4.3511   68.87 9000.00 9000.00   21.37    4.0800 9000.00000 9000.00000 9000.000
  4010   33.99   23.056  -48.90 9000.0   15.1080    4.4448   69.67 9000.00 9000.00   21.27    4.1400 9000.00000 9000.00000 9000.000
  4020   33.76   23.100  -48.60 9000.0   15.1843    4.4977   70.48 9000.00 9000.00   21.28    4.1600 9000.00000 9000.00000 9000.000
  4030   33.57   23.137  -48.80    1.0   15.0331    4.4781   71.16 9000.00 9000.00   21.18    4.1200 9000.00000 9000.00000 9000.000
  4040   33.33   23.184  -49.30 9000.0   15.2568    4.5775   72.02 9000.00 9000.00   21.18    4.1800 9000.00000 9000.00000 9000.000
  4050   33.08   23.234  -49.70 9000.0   15.4068    4.6574   72.93 9000.00 9000.00   21.18    4.2200 9000.00000 9000.00000 9000.000
  4060   32.85   23.279  -50.00 9000.0   15.4410    4.7005   73.78 9000.00 9000.00   21.09    4.2300 9000.00000 9000.00000 9000.000
  4070   32.59   23.331  -50.30 9000.0   15.2586    4.6820   74.74 9000.00 9000.00   21.09    4.1800 9000.00000 9000.00000 9000.000
  4080   32.32   23.385  -50.30 9000.0   15.2610    4.7219   75.74 9000.00 9000.00   21.09    4.1800 9000.00000 9000.00000 9000.000
  4090   32.08   23.434  -50.60 9000.0   15.1847    4.7334   76.64 9000.00 9000.00   21.00    4.1600 9000.00000 9000.00000 9000.000
  4100   31.83   23.485  -50.90 9000.0   15.1131    4.7481   77.57 9000.00 9000.00   21.00    4.1400 9000.00000 9000.00000 9000.000
  4110   31.60   23.532  -51.10 9000.0   15.0044    4.7482   78.44 9000.00 9000.00   21.00    4.1100 9000.00000 9000.00000 9000.000
  4120   31.38   23.577  -51.00 9000.0   15.0013    4.7805   79.26 9000.00 9000.00   20.90    4.1100 9000.00000 9000.00000 9000.000
  4130   31.13   23.629  -51.00 9000.0   14.9673    4.8080   80.21 9000.00 9000.00   20.91    4.1000 9000.00000 9000.00000 9000.000
  4140   30.92   23.674  -51.10 9000.0   15.0062    4.8532   81.01 9000.00 9000.00   20.91    4.1100 9000.00000 9000.00000 9000.000
  4150   30.69   23.722  -51.30 9000.0   15.0034    4.8887   81.90 9000.00 9000.00   20.81    4.1100 9000.00000 9000.00000 9000.000
  4160   30.45   23.773  -51.40 9000.0   15.0797    4.9523   82.83 9000.00 9000.00   20.81    4.1300 9000.00000 9000.00000 9000.000
  4170   30.22   23.822  -51.50 9000.0   14.9665    4.9525   83.73 9000.00 9000.00   20.72    4.1000 9000.00000 9000.00000 9000.000
  4180   30.02   23.865  -51.60 9000.0   15.0055    4.9985   84.51 9000.00 9000.00   20.72    4.1100 9000.00000 9000.00000 9000.000
  4190   29.79   23.915  -51.90 9000.0   14.9916    5.0324   85.42 9000.00 9000.00   20.72    4.1100 9000.00000 9000.00000 9000.000
  4200   29.56   23.965  -52.20 9000.0   15.0606    5.0949   86.34 9000.00 9000.00   20.62    4.1300 9000.00000 9000.00000 9000.000
  4210   29.34   24.014  -52.20 9000.0   15.0244    5.1208   87.23 9000.00 9000.00   20.63    4.1200 9000.00000 9000.00000 9000.000
  4220   29.09   24.069  -52.10 9000.0   15.8001    5.4314   88.27 9000.00 9000.00   20.63    4.3300 9000.00000 9000.00000 9000.000
  4230   28.87   24.118  -52.20 9000.0   16.8283    5.8290   89.25 9000.00 9000.00   20.53    4.6100 9000.00000 9000.00000 9000.000
  4240   28.65   24.167  -52.20 9000.0   16.2382    5.6678   90.25 9000.00 9000.00   20.53    4.4500 9000.00000 9000.00000 9000.000
  4250   28.42   24.220  -52.20 9000.0   15.8647    5.5822   91.27 9000.00 9000.00   20.44    4.3500 9000.00000 9000.00000 9000.000
  4260   28.20   24.270  -52.20 9000.0   15.6437    5.5474   92.24 9000.00 9000.00   20.44    4.2900 9000.00000 9000.00000 9000.000
  4270   27.95   24.327  -52.10 9000.0   15.4966    5.5444   93.33 9000.00 9000.00   20.44    4.2500 9000.00000 9000.00000 9000.000
  4280   27.72   24.381  -52.00 9000.0   15.4237    5.5641   94.34 9000.00 9000.00   20.45    4.2300 9000.00000 9000.00000 9000.000
  4290   27.49   24.435  -52.00 9000.0   15.3451    5.5821   95.35 9000.00 9000.00   20.35    4.2100 9000.00000 9000.00000 9000.000
  4300   27.24   24.494  -51.90 9000.0   15.1981    5.5793   96.45 9000.00 9000.00   20.35    4.1700 9000.00000 9000.00000 9000.000
  4310   27.03   24.544  -51.80 9000.0   15.1985    5.6228   97.38 9000.00 9000.00   20.35    4.1700 9000.00000 9000.00000 9000.000
  4320   26.80   24.600  -51.70 9000.0   15.2312    5.6833   98.41 9000.00 9000.00   20.26    4.1800 9000.00000 9000.00000 9000.000
  4330   26.57   24.655  -51.70 9000.0   15.1580    5.7049   99.44 9000.00 9000.00   20.26    4.1600 9000.00000 9000.00000 9000.000
  4340   26.33   24.714  -51.90 9000.0   15.2692    5.7992  100.53 9000.00 9000.00   20.26    4.1900 9000.00000 9000.00000 9000.000
  4350   26.12   24.766  -51.90 9000.0   15.3388    5.8724  101.50 9000.00 9000.00   20.17    4.2100 9000.00000 9000.00000 9000.000
  4360   25.91   24.818  -51.30 9000.0   15.4499    5.9629  102.48 9000.00 9000.00   20.17    4.2400 9000.00000 9000.00000 9000.000
  4370   25.70   24.871  -50.60 9000.0   15.3399    5.9689  103.47 9000.00 9000.00   20.17    4.2100 9000.00000 9000.00000 9000.000
  4380   25.53   24.915  -50.30 9000.0   15.0771    5.9057  104.27 9000.00 9000.00   20.07    4.1400 9000.00000 9000.00000 9000.000
  4390   25.33   24.966  -49.80 9000.0   15.2257    6.0109  105.21 9000.00 9000.00   20.08    4.1800 9000.00000 9000.00000 9000.000
  4400   25.14   25.015  -49.30 9000.0   15.3000    6.0859  106.12 9000.00 9000.00   20.08    4.2000 9000.00000 9000.00000 9000.000
  4410   24.96   25.062  -49.20 9000.0   15.4479    6.1891  106.99 9000.00 9000.00   20.08    4.2400 9000.00000 9000.00000 9000.000
  4420   24.80   25.105  -48.50 9000.0   15.5170    6.2568  107.78 9000.00 9000.00   19.98    4.2600 9000.00000 9000.00000 9000.000
  4430   24.62   25.153  -47.80 9000.0   15.8130    6.4228  108.68 9000.00 9000.00   19.99    4.3400 9000.00000 9000.00000 9000.000
  4440   24.46   25.196  -47.30 9000.0   15.9924    6.5382  109.50 9000.00 9000.00   19.89    4.3900 9000.00000 9000.00000 9000.000
  4450   24.28   25.244  -46.90 9000.0   16.3615    6.7387  110.44 9000.00 9000.00   19.89    4.4900 9000.00000 9000.00000 9000.000
  4460   24.11   25.291  -46.50    1.0   16.5465    6.8629  111.35 9000.00 9000.00   19.89    4.5400 9000.00000 9000.00000 9000.000
  4470   23.95   25.335  -46.00    1.0   16.5845    6.9246  112.22 9000.00 9000.00   19.90    4.5500 9000.00000 9000.00000 9000.000
  4480   23.78   25.383  -45.90 9000.0   16.6163    6.9875  113.16 9000.00 9000.00   19.80    4.5600 9000.00000 9000.00000 9000.000
  4490   23.61   25.430  -46.10 9000.0   16.5803    7.0226  114.10 9000.00 9000.00   19.80    4.5500 9000.00000 9000.00000 9000.000
  4500   23.51   25.459  -46.20    1.0   16.6175    7.0683  114.65 9000.00 9000.00   19.80    4.5600 9000.00000 9000.00000 9000.000
  4510   23.26   25.530  -45.60    2.0   16.4718    7.0816  116.05 9000.00 9000.00   19.81    4.5200 9000.00000 9000.00000 9000.000
  4520   23.10   25.576  -45.50    2.0   16.3933    7.0966  116.95 9000.00 9000.00   19.71    4.5000 9000.00000 9000.00000 9000.000
  4530   22.94   25.622  -45.90    1.0   16.3203    7.1143  117.84 9000.00 9000.00   19.71    4.4800 9000.00000 9000.00000 9000.000
  4540   22.75   25.677  -45.60    2.0   16.3581    7.1904  118.92 9000.00 9000.00   19.71    4.4900 9000.00000 9000.00000 9000.000
  4550   22.55   25.736  -46.00    1.0   16.3596    7.2548  120.06 9000.00 9000.00   19.72    4.4900 9000.00000 9000.00000 9000.000
  4560   22.36   25.792  -46.40    1.0   16.3606    7.3169  121.15 9000.00 9000.00   19.72    4.4900 9000.00000 9000.00000 9000.000
  4570   22.17   25.849  -46.20    1.0   16.3192    7.3609  122.25 9000.00 9000.00   19.62    4.4800 9000.00000 9000.00000 9000.000
  4580   21.98   25.906  -46.40    1.0   16.2102    7.3750  123.36 9000.00 9000.00   19.63    4.4500 9000.00000 9000.00000 9000.000
  4590   21.81   25.958  -46.60 9000.0   16.1743    7.4160  124.35 9000.00 9000.00   19.63    4.4400 9000.00000 9000.00000 9000.000
  4600   21.61   26.019  -46.60    2.0   16.0649    7.4340  125.52 9000.00 9000.00   19.63    4.4100 9000.00000 9000.00000 9000.000
  4610   21.42   26.077  -46.50    1.0   16.1348    7.5326  126.65 9000.00 9000.00   19.54    4.4300 9000.00000 9000.00000 9000.000
  4620   21.24   26.133  -45.90    2.0   16.1358    7.5969  127.72 9000.00 9000.00   19.54    4.4300 9000.00000 9000.00000 9000.000
  4630   21.06   26.190  -45.70    2.0   16.1370    7.6624  128.80 9000.00 9000.00   19.54    4.4300 9000.00000 9000.00000 9000.000
  4640   20.89   26.244  -44.70    3.0   16.0957    7.7050  129.84 9000.00 9000.00   19.44    4.4200 9000.00000 9000.00000 9000.000
  4650   20.72   26.299  -44.40    4.0   16.2448    7.8401  130.88 9000.00 9000.00   19.45    4.4600 9000.00000 9000.00000 9000.000
  4660   20.56   26.351  -44.60    3.0   16.2827    7.9196  131.88 9000.00 9000.00   19.45    4.4700 9000.00000 9000.00000 9000.000
  4670   20.41   26.400  -44.80    1.0   16.2469    7.9603  132.82 9000.00 9000.00   19.45    4.4600 9000.00000 9000.00000 9000.000
  4680   20.24   26.455  -44.90    1.0   16.3224    8.0644  133.89 9000.00 9000.00   19.46    4.4800 9000.00000 9000.00000 9000.000
  4690   20.09   26.505  -44.60    1.0   16.3547    8.1407  134.85 9000.00 9000.00   19.36    4.4900 9000.00000 9000.00000 9000.000
  4700   19.92   26.562  -45.00 9000.0   16.2824    8.1739  135.95 9000.00 9000.00   19.36    4.4700 9000.00000 9000.00000 9000.000
  4710   19.76   26.616  -45.20 9000.0   16.2837    8.2407  136.98 9000.00 9000.00   19.36    4.4700 9000.00000 9000.00000 9000.000
  4720   19.58   26.677  -45.00    1.0   16.2489    8.2987  138.16 9000.00 9000.00   19.37    4.4600 9000.00000 9000.00000 9000.000
  4730   19.47   26.715  -45.20    1.0   16.0655    8.2514  138.88 9000.00 9000.00   19.37    4.4100 9000.00000 9000.00000 9000.000
  4740   19.32   26.766  -45.50    1.0   15.9139    8.2370  139.85 9000.00 9000.00   19.27    4.3700 9000.00000 9000.00000 9000.000
  4750   19.14   26.829  -45.70    1.0   15.9523    8.3345  141.03 9000.00 9000.00   19.27    4.3800 9000.00000 9000.00000 9000.000
  4760   19.03   26.867  -45.70    2.0   15.8801    8.3448  141.76 9000.00 9000.00   19.28    4.3600 9000.00000 9000.00000 9000.000
  4770   18.88   26.920  -45.50    2.0   15.8077    8.3727  142.75 9000.00 9000.00   19.28    4.3400 9000.00000 9000.00000 9000.000
  4780   18.74   26.969  -45.80    1.0   15.6931    8.3741  143.67 9000.00 9000.00   19.18    4.3100 9000.00000 9000.00000 9000.000
  4790   18.58   27.026  -45.60    3.0   15.5840    8.3875  144.73 9000.00 9000.00   19.18    4.2800 9000.00000 9000.00000 9000.000
  4800   18.45   27.073  -45.70 9000.0   15.4384    8.3677  145.59 9000.00 9000.00   19.19    4.2400 9000.00000 9000.00000 9000.000
  4810   18.29   27.131  -45.90 9000.0   15.5137    8.4821  146.65 9000.00 9000.00   19.19    4.2600 9000.00000 9000.00000 9000.000
  4820   18.14   27.186  -45.10    4.0   15.4414    8.5124  147.66 9000.00 9000.00   19.19    4.2400 9000.00000 9000.00000 9000.000
  4830   17.98   27.245  -44.60    3.0   15.3698    8.5483  148.74 9000.00 9000.00   19.20    4.2200 9000.00000 9000.00000 9000.000
  4840   17.82   27.305  -44.60    2.0   15.3294    8.6024  149.82 9000.00 9000.00   19.10    4.2100 9000.00000 9000.00000 9000.000
  4850   17.70   27.350  -44.60    2.0   15.1832    8.5781  150.64 9000.00 9000.00   19.10    4.1700 9000.00000 9000.00000 9000.000
  4860   17.55   27.407  -44.60    1.0   15.0374    8.5683  151.65 9000.00 9000.00   19.10    4.1300 9000.00000 9000.00000 9000.000
  4870   17.39   27.468  -44.30    3.0   15.1134    8.6908  152.74 9000.00 9000.00   19.11    4.1500 9000.00000 9000.00000 9000.000
  4880   17.25   27.522  -44.50    1.0   15.0361    8.7166  153.70 9000.00 9000.00   19.01    4.1300 9000.00000 9000.00000 9000.000
  4890   17.12   27.573  -45.00 9000.0   15.0007    8.7621  154.60 9000.00 9000.00   19.01    4.1200 9000.00000 9000.00000 9000.000
  4900   16.97   27.632  -45.10 9000.0   14.9661    8.8192  155.64 9000.00 9000.00   19.02    4.1100 9000.00000 9000.00000 9000.000
  4910   16.84   27.683  -45.10 9000.0   14.8939    8.8443  156.55 9000.00 9000.00   19.02    4.0900 9000.00000 9000.00000 9000.000
  4920   16.71   27.735  -44.90 9000.0   14.8217    8.8700  157.46 9000.00 9000.00   19.02    4.0700 9000.00000 9000.00000 9000.000
  4930   16.56   27.795  -44.00    1.0   14.8237    8.9515  158.51 9000.00 9000.00   19.02    4.0700 9000.00000 9000.00000 9000.000
  4940   16.42   27.852  -43.70    1.0   14.7471    8.9812  159.50 9000.00 9000.00   18.93    4.0500 9000.00000 9000.00000 9000.000
  4950   16.29   27.906  -43.70    1.0   14.6013    8.9634  160.43 9000.00 9000.00   18.93    4.0100 9000.00000 9000.00000 9000.000
  4960   16.16   27.959  -43.80    1.0   14.5292    8.9908  161.35 9000.00 9000.00   18.93    3.9900 9000.00000 9000.00000 9000.000
  4970   16.05   28.005  -43.80    1.0   14.4574    9.0077  162.13 9000.00 9000.00   18.94    3.9700 9000.00000 9000.00000 9000.000
  4980   15.90   28.068  -43.70    1.0   14.3857    9.0476  163.20 9000.00 9000.00   18.94    3.9500 9000.00000 9000.00000 9000.000
  4990   15.75   28.132  -43.50    3.0   14.3828    9.1320  164.27 9000.00 9000.00   18.84    3.9500 9000.00000 9000.00000 9000.000
  5000   15.63   28.183  -43.00    4.0   14.2739    9.1324  165.14 9000.00 9000.00   18.84    3.9200 9000.00000 9000.00000 9000.000
  5010   15.52   28.231  -43.60    1.0   14.1285    9.1034  165.93 9000.00 9000.00   18.85    3.8800 9000.00000 9000.00000 9000.000
  5020   15.40   28.283  -44.00 9000.0   14.0564    9.1275  166.80 9000.00 9000.00   18.85    3.8600 9000.00000 9000.00000 9000.000
  5030   15.27   28.340  -44.20 9000.0   13.9846    9.1582  167.73 9000.00 9000.00   18.85    3.8400 9000.00000 9000.00000 9000.000
  5040   15.14   28.397  -44.20 9000.0   13.9870    9.2384  168.68 9000.00 9000.00   18.86    3.8400 9000.00000 9000.00000 9000.000
  5050   15.02   28.451  -44.00 9000.0   13.9472    9.2857  169.56 9000.00 9000.00   18.76    3.8300 9000.00000 9000.00000 9000.000
  5060   14.89   28.509  -44.20 9000.0   13.8754    9.3186  170.51 9000.00 9000.00   18.76    3.8100 9000.00000 9000.00000 9000.000
  5070   14.76   28.568  -44.30 9000.0   13.7668    9.3271  171.47 9000.00 9000.00   18.76    3.7800 9000.00000 9000.00000 9000.000
  5080   14.64   28.622  -44.30 9000.0   13.7692    9.4052  172.36 9000.00 9000.00   18.77    3.7800 9000.00000 9000.00000 9000.000
  5090   14.53   28.673  -44.10 9000.0   13.8818    9.5539  173.18 9000.00 9000.00   18.77    3.8100 9000.00000 9000.00000 9000.000
  5100   14.39   28.738  -43.30 9000.0   13.8426    9.6196  174.24 9000.00 9000.00   18.67    3.8000 9000.00000 9000.00000 9000.000
  5110   14.28   28.790  -42.20    2.0   13.7711    9.6436  175.08 9000.00 9000.00   18.68    3.7800 9000.00000 9000.00000 9000.000
  5120   14.16   28.847  -41.70    1.0   13.7733    9.7269  175.99 9000.00 9000.00   18.68    3.7800 9000.00000 9000.00000 9000.000
  5130   14.05   28.899  -41.90 9000.0   13.5907    9.6731  176.84 9000.00 9000.00   18.68    3.7300 9000.00000 9000.00000 9000.000
  5140   13.94   28.953  -41.50    1.0   13.4819    9.6714  177.68 9000.00 9000.00   18.68    3.7000 9000.00000 9000.00000 9000.000
  5150   13.82   29.011  -41.70    1.0   13.4477    9.7306  178.59 9000.00 9000.00   18.69    3.6900 9000.00000 9000.00000 9000.000
  5160   13.72   29.061  -41.70    1.0   13.3342    9.7188  179.36 9000.00 9000.00   18.59    3.6600 9000.00000 9000.00000 9000.000
  5170   13.61   29.115  -41.40    3.0   13.2993    9.7717  180.21 9000.00 9000.00   18.59    3.6500 9000.00000 9000.00000 9000.000
  5180   13.50   29.170  -41.60    1.0   13.2650    9.8259  181.06 9000.00 9000.00   18.60    3.6400 9000.00000 9000.00000 9000.000
  5190   13.39   29.226  -41.50    1.0   13.1934    9.8532  181.91 9000.00 9000.00   18.60    3.6200 9000.00000 9000.00000 9000.000
  5200   13.28   29.282  -41.30    2.0   13.0847    9.8529  182.77 9000.00 9000.00   18.60    3.5900 9000.00000 9000.00000 9000.000
  5210   13.18   29.333  -41.20    1.0   12.9020    9.7890  183.55 9000.00 9000.00   18.60    3.5400 9000.00000 9000.00000 9000.000
  5220   13.02   29.416  -41.00    1.0   12.9384    9.9373  184.79 9000.00 9000.00   18.51    3.5500 9000.00000 9000.00000 9000.000
  5230   12.99   29.432  -40.60    1.0   12.8651    9.9038  185.03 9000.00 9000.00   18.51    3.5300 9000.00000 9000.00000 9000.000
  5240   12.86   29.500  -40.70    1.0   12.7939    9.9486  186.05 9000.00 9000.00   18.51    3.5100 9000.00000 9000.00000 9000.000
  5250   12.74   29.564  -40.50    2.0   12.6861    9.9577  186.99 9000.00 9000.00   18.52    3.4800 9000.00000 9000.00000 9000.000
  5260   12.64   29.618  -41.00 9000.0   12.6143    9.9797  187.78 9000.00 9000.00   18.52    3.4600 9000.00000 9000.00000 9000.000
  5270   12.54   29.671  -41.00 9000.0   12.5056    9.9726  188.56 9000.00 9000.00   18.52    3.4300 9000.00000 9000.00000 9000.000
  5280   12.43   29.731  -41.40 9000.0   12.4342   10.0034  189.43 9000.00 9000.00   18.52    3.4100 9000.00000 9000.00000 9000.000
  5290   12.33   29.786  -41.30 9000.0   12.2847    9.9632  190.22 9000.00 9000.00   18.43    3.3700 9000.00000 9000.00000 9000.000
  5300   12.24   29.836  -41.30 9000.0   12.1387    9.9173  190.93 9000.00 9000.00   18.43    3.3300 9000.00000 9000.00000 9000.000
  5310   12.13   29.897  -41.10 9000.0   12.1044    9.9789  191.79 9000.00 9000.00   18.43    3.3200 9000.00000 9000.00000 9000.000
  5320   12.04   29.948  -41.00 9000.0   11.9219    9.9019  192.50 9000.00 9000.00   18.44    3.2700 9000.00000 9000.00000 9000.000
  5330   11.94   30.004  -40.70 9000.0   11.9244    9.9869  193.28 9000.00 9000.00   18.44    3.2700 9000.00000 9000.00000 9000.000
  5340   11.71   30.137  -40.60 9000.0   11.7454   10.0303  195.10 9000.00 9000.00   18.45    3.2200 9000.00000 9000.00000 9000.000
  5350   11.75   30.114  -40.20 9000.0   11.6699    9.9318  194.78 9000.00 9000.00   18.44    3.2000 9000.00000 9000.00000 9000.000
  5360   11.65   30.172  -39.80    1.0   11.6318    9.9844  195.57 9000.00 9000.00   18.35    3.1900 9000.00000 9000.00000 9000.000
  5370   11.56   30.225  -38.70    7.0   11.6712   10.0962  196.28 9000.00 9000.00   18.35    3.2000 9000.00000 9000.00000 9000.000
  5380   11.47   30.279  -37.70    4.0   11.5625   10.0806  197.00 9000.00 9000.00   18.35    3.1700 9000.00000 9000.00000 9000.000
  5390   11.38   30.333  -37.30    1.0   11.4541   10.0651  197.72 9000.00 9000.00   18.36    3.1400 9000.00000 9000.00000 9000.000
  5400   11.29   30.388  -37.50 9000.0   11.3453   10.0490  198.43 9000.00 9000.00   18.36    3.1100 9000.00000 9000.00000 9000.000
  5410   11.20   30.443  -37.40 9000.0   11.3068   10.0954  199.15 9000.00 9000.00   18.26    3.1000 9000.00000 9000.00000 9000.000
  5420   11.12   30.493  -37.20 9000.0   11.2350   10.1034  199.79 9000.00 9000.00   18.26    3.0800 9000.00000 9000.00000 9000.000
  5430   11.02   30.555  -37.00 9000.0   11.1640   10.1307  200.58 9000.00 9000.00   18.27    3.0600 9000.00000 9000.00000 9000.000
  5440   10.93   30.612  -36.80 9000.0   11.0553   10.1147  201.30 9000.00 9000.00   18.27    3.0300 9000.00000 9000.00000 9000.000
  5450   10.84   30.669  -36.80 9000.0   11.0209   10.1669  202.02 9000.00 9000.00   18.27    3.0200 9000.00000 9000.00000 9000.000
  5460   10.75   30.727  -36.70 9000.0   10.8751   10.1164  202.75 9000.00 9000.00   18.27    2.9800 9000.00000 9000.00000 9000.000
  5470   10.67   30.778  -36.70 9000.0   10.8407   10.1600  203.39 9000.00 9000.00   18.28    2.9700 9000.00000 9000.00000 9000.000
  5480   10.58   30.837  -36.60 9000.0   10.7322   10.1438  204.11 9000.00 9000.00   18.28    2.9400 9000.00000 9000.00000 9000.000
  5490   10.49   30.896  -36.80 9000.0   10.6570   10.1592  204.83 9000.00 9000.00   18.18    2.9200 9000.00000 9000.00000 9000.000
  5500   10.40   30.956  -37.00 9000.0   10.6602   10.2502  205.55 9000.00 9000.00   18.19    2.9200 9000.00000 9000.00000 9000.000
  5510   10.32   31.009  -37.20 9000.0   10.4399   10.1162  206.20 9000.00 9000.00   18.19    2.8600 9000.00000 9000.00000 9000.000
  5520   10.23   31.070  -36.90    2.0   10.3684   10.1353  206.92 9000.00 9000.00   18.19    2.8400 9000.00000 9000.00000 9000.000
  5530   10.16   31.117  -36.90 9000.0   10.2220   10.0610  207.48 9000.00 9000.00   18.19    2.8000 9000.00000 9000.00000 9000.000
  5540   10.07   31.179  -37.20 9000.0   10.1882   10.1174  208.19 9000.00 9000.00   18.20    2.7900 9000.00000 9000.00000 9000.000
  5550    9.99   31.234  -37.40 9000.0   10.1165   10.1266  208.83 9000.00 9000.00   18.20    2.7700 9000.00000 9000.00000 9000.000
