  3204   99.42   16.821  -76.51 9000.0    0.9345    0.0940   30.92   90.00   22.20   28.86    0.2800   36.51900   -1.43300 9000.000
  3206   99.27   16.830  -76.59 9000.0    0.9345    0.0941   30.93   89.00   22.10   28.85    0.2800   36.51800   -1.43300 9000.000
  3208   99.13   16.838  -76.64 9000.0    0.9345    0.0943   30.94   89.00   22.00   28.83    0.2800   36.51800   -1.43300 9000.000
  3210   99.00   16.846  -76.69 9000.0    0.8955    0.0905   30.95   88.00   21.90   28.81    0.2700   36.51800   -1.43300 9000.000
  3212   98.85   16.854  -76.77 9000.0    0.8955    0.0906   30.96   88.00   21.80   28.80    0.2700   36.51700   -1.43300 9000.000
  3214   98.70   16.863  -76.87 9000.0    0.8954    0.0907   30.97   88.00   21.70   28.78    0.2700   36.51700   -1.43300 9000.000
  3216   98.55   16.872  -76.97 9000.0    0.8954    0.0909   30.98   87.00   21.60   28.77    0.2700   36.51600   -1.43300 9000.000
  3218   98.40   16.881  -77.07 9000.0    0.8954    0.0910   30.99   87.00   21.50   28.76    0.2700   36.51600   -1.43300 9000.000
  3220   98.27   16.888  -77.13 9000.0    0.8953    0.0911   31.00   86.00   21.30   28.74    0.2700   36.51600   -1.43300 9000.000
  3222   98.13   16.896  -77.19 9000.0    0.8953    0.0912   31.01   86.00   21.20   28.72    0.2700   36.51500   -1.43300 9000.000
  3224   97.98   16.905  -77.31 9000.0    0.8953    0.0914   31.02   85.00   21.10   28.71    0.2700   36.51500   -1.43300 9000.000
  3226   97.84   16.913  -77.42 9000.0    0.8952    0.0915   31.03   85.00   21.10   28.68    0.2700   36.51500   -1.43300 9000.000
  3228   97.69   16.922  -77.46 9000.0    0.8952    0.0916   31.04   84.00   21.00   28.67    0.2700   36.51400   -1.43300 9000.000
  3230   97.54   16.931  -77.39 9000.0    0.8951    0.0918   31.06   84.00   20.90   28.65    0.2700   36.51400   -1.43300 9000.000
  3232   97.41   16.939  -77.41 9000.0    0.8951    0.0919   31.06   83.00   20.90   28.63    0.2700   36.51400   -1.43300 9000.000
  3234   97.26   16.948  -77.41 9000.0    0.8951    0.0920   31.08   83.00   20.80   28.62    0.2700   36.51300   -1.43300 9000.000
  3236   97.11   16.956  -77.46 9000.0    0.8950    0.0922   31.09   82.00   20.80   28.60    0.2700   36.51300   -1.43300 9000.000
  3238   96.96   16.965  -77.55 9000.0    0.8950    0.0923   31.10   81.00   20.70   28.58    0.2700   36.51200   -1.43300 9000.000
  3240   96.83   16.973  -77.57 9000.0    0.8949    0.0924   31.11   81.00   20.70   28.56    0.2700   36.51200   -1.43300 9000.000
  3242   96.69   16.981  -77.56 9000.0    0.8949    0.0926   31.12   81.00   20.70   28.55    0.2700   36.51200   -1.43300 9000.000
  3244   96.56   16.989  -77.53 9000.0    0.8948    0.0927   31.13   80.00   20.70   28.52    0.2700   36.51100   -1.43300 9000.000
  3246   96.42   16.997  -77.56 9000.0    0.8948    0.0928   31.14   80.00   20.60   28.51    0.2700   36.51100   -1.43300 9000.000
  3248   96.27   17.006  -77.61 9000.0    0.8948    0.0929   31.15   80.00   20.60   28.49    0.2700   36.51100   -1.43300 9000.000
  3250   96.15   17.013  -77.65 9000.0    0.8947    0.0931   31.16   80.00   20.50   28.47    0.2700   36.51000   -1.43400 9000.000
  3252   96.02   17.021  -77.68 9000.0    0.8947    0.0932   31.17   81.00   20.40   28.44    0.2700   36.51000   -1.43400 9000.000
  3254   95.90   17.028  -77.71 9000.0    0.8946    0.0933   31.18   81.00   20.30   28.42    0.2700   36.50900   -1.43400 9000.000
  3256   95.75   17.037  -77.66 9000.0    0.8946    0.0934   31.19   82.00   20.20   28.42    0.2700   36.50900   -1.43400 9000.000
  3258   95.59   17.047  -77.53 9000.0    0.8557    0.0895   31.20   82.00   20.00   28.40    0.2600   36.50900   -1.43400 9000.000
  3260   95.45   17.055  -77.26 9000.0    0.8557    0.0896   31.21   83.00   19.80   28.39    0.2600   36.50800   -1.43400 9000.000
  3262   95.32   17.063  -77.14 9000.0    0.8556    0.0898   31.22   84.00   19.60   28.36    0.2600   36.50800   -1.43400 9000.000
  3264   95.19   17.071  -77.20 9000.0    0.8556    0.0899   31.23   85.00   19.50   28.35    0.2600   36.50800   -1.43400 9000.000
  3266   95.05   17.079  -77.29 9000.0    0.8555    0.0900   31.24   86.00   19.30   28.33    0.2600   36.50700   -1.43400 9000.000
  3268   94.91   17.088  -77.32 9000.0    0.8555    0.0901   31.25   87.00   19.10   28.32    0.2600   36.50700   -1.43400 9000.000
  3270   94.77   17.096  -77.31 9000.0    0.8555    0.0903   31.26   88.00   19.00   28.31    0.2600   36.50700   -1.43400 9000.000
  3272   94.62   17.105  -77.31 9000.0    0.8555    0.0904   31.27   89.00   18.90   28.30    0.2600   36.50600   -1.43400 9000.000
  3274   94.48   17.114  -77.30 9000.0    0.8555    0.0905   31.28   90.00   18.80   28.30    0.2600   36.50600   -1.43400 9000.000
  3276   94.33   17.123  -77.27 9000.0    0.8554    0.0907   31.29   91.00   18.80   28.27    0.2600   36.50600   -1.43400 9000.000
  3278   94.18   17.132  -77.24 9000.0    0.8553    0.0908   31.30   91.00   18.80   28.23    0.2600   36.50500   -1.43400 9000.000
  3280   94.06   17.139  -77.23 9000.0    0.8553    0.0909   31.31   92.00   18.80   28.23    0.2600   36.50500   -1.43400 9000.000
  3282   93.93   17.147  -77.23 9000.0    0.8553    0.0911   31.32   93.00   18.80   28.21    0.2600   36.50500   -1.43400 9000.000
  3284   93.78   17.156  -77.24 9000.0    0.8553    0.0912   31.33   94.00   18.90   28.19    0.2600   36.50400   -1.43400 9000.000
  3286   93.63   17.166  -77.15 9000.0    0.8552    0.0913   31.34   95.00   18.90   28.18    0.2600   36.50400   -1.43400 9000.000
  3288   93.50   17.173  -77.08 9000.0    0.8552    0.0915   31.35   96.00   18.90   28.17    0.2600   36.50400   -1.43400 9000.000
  3290   93.38   17.181  -77.09 9000.0    0.8551    0.0916   31.36   97.00   18.90   28.14    0.2600   36.50300   -1.43400 9000.000
  3292   93.25   17.189  -77.17 9000.0    0.8551    0.0917   31.37   97.00   19.00   28.12    0.2600   36.50300   -1.43400 9000.000
  3294   93.10   17.198  -77.28 9000.0    0.8551    0.0918   31.38   98.00   18.90   28.11    0.2600   36.50200   -1.43400 9000.000
  3296   92.96   17.207  -77.43 9000.0    0.8550    0.0920   31.39   99.00   18.90   28.09    0.2600   36.50200   -1.43400 9000.000
  3298   92.83   17.215  -77.58 9000.0    0.8550    0.0921   31.40  100.00   18.80   28.08    0.2600   36.50200   -1.43400 9000.000
  3300   92.69   17.223  -77.70 9000.0    0.8550    0.0922   31.41  101.00   18.70   28.06    0.2600   36.50100   -1.43400 9000.000
  3302   92.52   17.234  -77.59 9000.0    0.8549    0.0924   31.42  102.00   18.60   28.04    0.2600   36.50100   -1.43300 9000.000
  3304   92.36   17.244  -77.23 9000.0    0.8549    0.0926   31.43  104.00   18.40   28.02    0.2600   36.50100   -1.43300 9000.000
  3306   92.23   17.252  -77.04 9000.0    0.8549    0.0927   31.44  105.00   18.30   28.00    0.2600   36.50000   -1.43300 9000.000
  3308   92.08   17.261  -77.02 9000.0    0.8548    0.0928   31.45  106.00   18.10   27.98    0.2600   36.50000   -1.43300 9000.000
  3310   91.94   17.270  -76.88 9000.0    0.8548    0.0930   31.46  107.00   18.00   27.96    0.2600   36.50000   -1.43300 9000.000
  3312   91.81   17.278  -76.74 9000.0    0.8548    0.0931   31.47  108.00   17.90   27.95    0.2600   36.50000   -1.43300 9000.000
  3314   91.67   17.287  -76.68 9000.0    0.8547    0.0932   31.48  109.00   17.70   27.92    0.2600   36.49900   -1.43300 9000.000
  3316   91.53   17.296  -76.57 9000.0    0.8547    0.0934   31.49  110.00   17.60   27.91    0.2600   36.49900   -1.43300 9000.000
  3318   91.39   17.304  -76.43 9000.0    0.8546    0.0935   31.50  110.00   17.60   27.89    0.2600   36.49900   -1.43300 9000.000
  3320   91.28   17.311  -76.31 9000.0    0.8546    0.0936   31.51  111.00   17.50   27.87    0.2600   36.49800   -1.43300 9000.000
  3322   91.15   17.320  -76.14 9000.0    0.8546    0.0938   31.52  112.00   17.40   27.86    0.2600   36.49800   -1.43200 9000.000
  3324   91.01   17.328  -75.93 9000.0    0.8545    0.0939   31.53  113.00   17.40   27.83    0.2600   36.49800   -1.43200 9000.000
  3326   90.88   17.337  -75.83 9000.0    0.8544    0.0940   31.54  113.00   17.40   27.81    0.2600   36.49800   -1.43200 9000.000
  3328   90.75   17.345  -75.62 9000.0    0.8544    0.0942   31.55  114.00   17.40   27.80    0.2600   36.49700   -1.43200 9000.000
  3330   90.63   17.353  -75.40 9000.0    0.8544    0.0943   31.56  115.00   17.40   27.79    0.2600   36.49700   -1.43200 9000.000
  3332   90.53   17.359  -75.33 9000.0    0.8544    0.0944   31.57  116.00   17.40   27.77    0.2600   36.49700   -1.43200 9000.000
  3334   90.41   17.367  -75.34 9000.0    0.8543    0.0945   31.57  117.00   17.40   27.76    0.2600   36.49600   -1.43200 9000.000
  3336   90.27   17.376  -75.43 9000.0    0.8932    0.0989   31.58  118.00   17.40   27.75    0.2700   36.49600   -1.43100 9000.000
  3338   90.14   17.384  -75.52 9000.0    0.8931    0.0991   31.59  119.00   17.40   27.72    0.2700   36.49600   -1.43100 9000.000
  3340   90.01   17.392  -75.59 9000.0    0.8931    0.0992   31.61  120.00   17.40   27.71    0.2700   36.49500   -1.43100 9000.000
  3342   89.87   17.401  -75.60 9000.0    0.8930    0.0994   31.62  121.00   17.40   27.69    0.2700   36.49500   -1.43100 9000.000
  3344   89.77   17.408  -75.56 9000.0    0.8930    0.0995   31.62  122.00   17.50   27.67    0.2700   36.49500   -1.43100 9000.000
  3346   89.65   17.416  -75.43 9000.0    0.8930    0.0996   31.63  123.00   17.50   27.66    0.2700   36.49500   -1.43100 9000.000
  3348   89.53   17.423  -75.36 9000.0    0.8929    0.0997   31.64  124.00   17.50   27.64    0.2700   36.49400   -1.43000 9000.000
  3350   89.39   17.432  -75.34 9000.0    0.8929    0.0999   31.65  126.00   17.50   27.62    0.2700   36.49400   -1.43000 9000.000
  3352   89.26   17.441  -75.33 9000.0    0.9317    0.1040   31.66  127.00   17.50   27.61    0.2800   36.49400   -1.43000 9000.000
  3354   89.15   17.448  -75.20 9000.0    0.9316    0.1050   31.67  128.00   17.60   27.59    0.2800   36.49400   -1.43000 9000.000
  3356   89.03   17.456  -75.13 9000.0    0.9316    0.1050   31.68  129.00   17.60   27.57    0.2800   36.49300   -1.43000 9000.000
  3358   88.90   17.464  -75.21 9000.0    0.9315    0.1050   31.69  130.00   17.70   27.55    0.2800   36.49300   -1.42900 9000.000
  3360   88.77   17.473  -75.15 9000.0    0.9315    0.1050   31.70  131.00   17.70   27.54    0.2800   36.49300   -1.42900 9000.000
  3362   88.63   17.482  -74.94 9000.0    0.9314    0.1050   31.72  132.00   17.80   27.51    0.2800   36.49300   -1.42900 9000.000
  3364   88.51   17.490  -74.88 9000.0    0.9314    0.1050   31.73  134.00   17.80   27.50    0.2800   36.49200   -1.42900 9000.000
  3366   88.38   17.498  -74.99 9000.0    0.9314    0.1050   31.74  134.00   17.90   27.48    0.2800   36.49200   -1.42900 9000.000
  3368   88.24   17.507  -75.10 9000.0    0.9313    0.1060   31.75  135.00   17.90   27.46    0.2800   36.49200   -1.42800 9000.000
  3370   88.11   17.516  -75.16 9000.0    0.9313    0.1060   31.76  136.00   18.00   27.44    0.2800   36.49200   -1.42800 9000.000
  3372   87.99   17.524  -75.23 9000.0    0.9312    0.1060   31.77  137.00   18.00   27.42    0.2800   36.49200   -1.42800 9000.000
  3374   87.86   17.532  -75.30 9000.0    0.9700    0.1100   31.78  137.00   18.10   27.40    0.2900   36.49100   -1.42800 9000.000
  3376   87.72   17.542  -75.31 9000.0    0.9700    0.1110   31.79  138.00   18.20   27.39    0.2900   36.49100   -1.42800 9000.000
  3378   87.59   17.550  -75.33 9000.0    0.9699    0.1110   31.80  138.00   18.20   27.38    0.2900   36.49100   -1.42700 9000.000
  3380   87.46   17.559  -75.43 9000.0    0.9699    0.1110   31.82  139.00   18.30   27.36    0.2900   36.49100   -1.42700 9000.000
  3382   87.33   17.567  -75.54 9000.0    0.9698    0.1110   31.83  139.00   18.30   27.33    0.2900   36.49000   -1.42700 9000.000
  3384   87.20   17.576  -75.61 9000.0    0.9698    0.1110   31.84  139.00   18.40   27.33    0.2900   36.49000   -1.42600 9000.000
  3386   87.08   17.584  -75.66 9000.0    0.9697    0.1110   31.85  139.00   18.40   27.30    0.2900   36.49000   -1.42600 9000.000
  3388   86.95   17.593  -75.74 9000.0    0.9698    0.1120   31.86  139.00   18.40   27.30    0.2900   36.49000   -1.42600 9000.000
  3390   86.81   17.602  -75.84 9000.0    0.9697    0.1120   31.87  139.00   18.50   27.27    0.2900   36.49000   -1.42600 9000.000
  3392   86.68   17.611  -75.93 9000.0    0.9697    0.1120   31.88  139.00   18.50   27.26    0.2900   36.48900   -1.42500 9000.000
  3394   86.54   17.620  -76.04 9000.0    0.9696    0.1120   31.90  139.00   18.50   27.23    0.2900   36.48900   -1.42500 9000.000
  3396   86.41   17.629  -76.13 9000.0    0.9696    0.1120   31.91  139.00   18.50   27.22    0.2900   36.48900   -1.42500 9000.000
  3398   86.28   17.637  -76.17 9000.0    0.9695    0.1120   31.92  139.00   18.50   27.21    0.2900   36.48900   -1.42500 9000.000
  3400   86.15   17.646  -76.22 9000.0    0.9695    0.1130   31.93  139.00   18.50   27.18    0.2900   36.48800   -1.42400 9000.000
  3402   86.01   17.655  -76.27 9000.0    0.9694    0.1130   31.94  139.00   18.50   27.17    0.2900   36.48800   -1.42400 9000.000
  3404   85.90   17.663  -76.30 9000.0    0.9694    0.1130   31.95  138.00   18.40   27.15    0.2900   36.48800   -1.42400 9000.000
  3406   85.77   17.671  -76.29 9000.0    0.9694    0.1130   31.97  138.00   18.40   27.14    0.2900   36.48800   -1.42400 9000.000
  3408   85.62   17.681  -76.30 9000.0    0.9693    0.1130   31.98  137.00   18.30   27.12    0.2900   36.48800   -1.42300 9000.000
  3410   85.47   17.692  -76.43 9000.0    0.9693    0.1130   31.99  137.00   18.30   27.10    0.2900   36.48700   -1.42300 9000.000
  3412   85.32   17.702  -76.56 9000.0    0.9693    0.1140   32.01  136.00   18.20   27.10    0.2900   36.48700   -1.42300 9000.000
  3414   85.17   17.712  -76.62 9000.0    0.9693    0.1140   32.02  136.00   18.20   27.08    0.2900   36.48700   -1.42300 9000.000
  3416   85.04   17.721  -76.64 9000.0    0.9692    0.1140   32.03  135.00   18.10   27.07    0.2900   36.48700   -1.42200 9000.000
  3418   84.92   17.729  -76.74 9000.0    0.9692    0.1140   32.04  135.00   18.00   27.05    0.2900   36.48600   -1.42200 9000.000
  3420   84.79   17.738  -76.85 9000.0    0.9691    0.1140   32.05  134.00   17.90   27.03    0.2900   36.48600   -1.42200 9000.000
  3422   84.65   17.747  -76.94 9000.0    0.9691    0.1140   32.07  133.00   17.70   27.01    0.2900   36.48600   -1.42200 9000.000
  3424   84.52   17.756  -77.01 9000.0    0.9691    0.1150   32.08  133.00   17.60   27.00    0.2900   36.48600   -1.42100 9000.000
  3426   84.39   17.765  -77.08 9000.0    0.9690    0.1150   32.09  132.00   17.40   26.97    0.2900   36.48600   -1.42100 9000.000
  3428   84.26   17.774  -77.14 9000.0    0.9690    0.1150   32.10  131.00   17.20   26.96    0.2900   36.48500   -1.42100 9000.000
  3430   84.15   17.781  -77.07 9000.0    0.9689    0.1150   32.11  130.00   17.00   26.94    0.2900   36.48500   -1.42100 9000.000
  3432   84.01   17.791  -77.03 9000.0    0.9689    0.1150   32.12  130.00   16.70   26.93    0.2900   36.48500   -1.42100 9000.000
  3434   83.87   17.800  -77.13 9000.0    1.0076    0.1200   32.14  129.00   16.40   26.91    0.3000   36.48500   -1.42100 9000.000
  3436   83.75   17.808  -77.23 9000.0    0.9689    0.1160   32.15  129.00   16.10   26.90    0.2900   36.48400   -1.42000 9000.000
  3438   83.63   17.817  -77.26 9000.0    1.0076    0.1200   32.16  128.00   15.70   26.89    0.3000   36.48400   -1.42000 9000.000
  3440   83.50   17.826  -77.09 9000.0    1.0075    0.1210   32.17  127.00   15.30   26.87    0.3000   36.48400   -1.42000 9000.000
  3442   83.38   17.834  -76.88 9000.0    1.0076    0.1210   32.18  127.00   14.90   26.87    0.3000   36.48400   -1.42000 9000.000
  3444   83.25   17.843  -76.66 9000.0    1.0075    0.1210   32.20  126.00   14.50   26.86    0.3000   36.48300   -1.42000 9000.000
  3446   83.13   17.851  -76.52 9000.0    1.0074    0.1210   32.21  126.00   14.00   26.81    0.3000   36.48300   -1.41900 9000.000
  3448   83.00   17.860  -76.37 9000.0    1.0074    0.1210   32.22  126.00   13.60   26.80    0.3000   36.48300   -1.41900 9000.000
  3450   82.86   17.870  -76.23 9000.0    1.0074    0.1220   32.23  125.00   13.20   26.81    0.3000   36.48300   -1.41900 9000.000
  3452   82.73   17.879  -76.08 9000.0    1.0074    0.1220   32.25  125.00   12.80   26.81    0.3000   36.48300   -1.41900 9000.000
  3454   82.61   17.887  -75.95 9000.0    1.0460    0.1270   32.26  124.00   12.30   26.76    0.3100   36.48200   -1.41900 9000.000
  3456   82.49   17.896  -75.83 9000.0    1.0459    0.1270   32.27  124.00   11.90   26.73    0.3100   36.48200   -1.41900 9000.000
  3458   82.36   17.905  -75.70 9000.0    1.0847    0.1320   32.28  124.00   11.50   26.72    0.3200   36.48200   -1.41900 9000.000
  3460   82.24   17.913  -75.56 9000.0    1.1233    0.1370   32.30  124.00   11.10   26.70    0.3300   36.48200   -1.41900 9000.000
  3462   82.13   17.921  -75.42 9000.0    1.1233    0.1370   32.31  124.00   10.70   26.68    0.3300   36.48200   -1.41900 9000.000
  3464   82.03   17.928  -75.32 9000.0    1.1620    0.1420   32.32  124.00   10.40   26.67    0.3400   36.48200   -1.41800 9000.000
  3466   81.92   17.936  -75.22 9000.0    1.1619    0.1420   32.33  124.00   10.00   26.65    0.3400   36.48100   -1.41800 9000.000
  3468   81.79   17.945  -75.08 9000.0    1.2006    0.1470   32.35  124.00    9.60   26.63    0.3500   36.48100   -1.41800 9000.000
  3470   81.66   17.954  -74.94 9000.0    1.2393    0.1520   32.36  124.00    9.30   26.62    0.3600   36.48100   -1.41800 9000.000
  3472   81.53   17.963  -74.75 9000.0    1.2392    0.1520   32.38  125.00    8.90   26.59    0.3600   36.48100   -1.41800 9000.000
  3474   81.40   17.973  -74.55 9000.0    1.2392    0.1520   32.39  126.00    8.60   26.59    0.3600   36.48100   -1.41800 9000.000
  3476   81.29   17.981  -74.41 9000.0    1.2778    0.1570   32.40  127.00    8.30   26.56    0.3700   36.48100   -1.41800 9000.000
  3478   81.16   17.990  -74.31 9000.0    1.3165    0.1620   32.42  128.00    8.00   26.55    0.3800   36.48100   -1.41800 9000.000
  3480   81.04   17.999  -74.22 9000.0    1.3552    0.1670   32.44  129.00    7.70   26.53    0.3900   36.48000   -1.41800 9000.000
  3482   80.92   18.007  -74.12 9000.0    1.3551    0.1670   32.45  130.00    7.40   26.51    0.3900   36.48000   -1.41800 9000.000
  3484   80.80   18.016  -74.01 9000.0    1.3938    0.1720   32.47  132.00    7.10   26.49    0.4000   36.48000   -1.41800 9000.000
  3486   80.69   18.024  -73.93 9000.0    1.3938    0.1730   32.48  134.00    6.80   26.48    0.4000   36.48000   -1.41800 9000.000
  3488   80.56   18.033  -73.86 9000.0    1.4324    0.1780   32.50  136.00    6.50   26.46    0.4100   36.48000   -1.41700 9000.000
  3490   80.43   18.042  -73.86 9000.0    1.4711    0.1830   32.52  138.00    6.30   26.45    0.4200   36.48000   -1.41700 9000.000
  3492   80.32   18.051  -73.89 9000.0    1.5097    0.1880   32.54  140.00    6.10   26.43    0.4300   36.48000   -1.41700 9000.000
  3494   80.19   18.060  -73.82 9000.0    1.5097    0.1880   32.56  142.00    5.90   26.42    0.4300   36.48000   -1.41700 9000.000
  3496   80.06   18.069  -73.76 9000.0    1.5096    0.1890   32.58  144.00    5.70   26.40    0.4300   36.48000   -1.41700 9000.000
  3498   79.93   18.079  -73.81 9000.0    1.5483    0.1940   32.59  146.00    5.50   26.39    0.4400   36.48000   -1.41700 9000.000
  3500   79.81   18.088  -73.81 9000.0    1.5483    0.1940   32.61  148.00    5.40   26.38    0.4400   36.48000   -1.41700 9000.000
  3502   79.69   18.097  -73.72 9000.0    1.5869    0.1990   32.63  150.00    5.40   26.35    0.4500   36.48000   -1.41700 9000.000
  3504   79.56   18.106  -73.65 9000.0    1.5869    0.1990   32.65  151.00    5.40   26.35    0.4500   36.48000   -1.41700 9000.000
  3506   79.45   18.114  -73.58 9000.0    1.6256    0.2050   32.67  152.00    5.50   26.34    0.4600   36.48000   -1.41700 9000.000
  3508   79.33   18.123  -73.52 9000.0    1.6255    0.2050   32.69  153.00    5.60   26.33    0.4600   36.48000   -1.41600 9000.000
  3510   79.22   18.131  -73.45 9000.0    1.6256    0.2050   32.71  154.00    5.80   26.33    0.4600   36.48000   -1.41600 9000.000
  3512   79.11   18.139  -73.39 9000.0    1.6255    0.2050   32.72  154.00    6.00   26.32    0.4600   36.47900   -1.41600 9000.000
  3514   78.98   18.149  -73.31 9000.0    1.6642    0.2110   32.75  154.00    6.30   26.31    0.4700   36.47900   -1.41600 9000.000
  3516   78.85   18.158  -73.22 9000.0    1.7027    0.2160   32.77  154.00    6.60   26.27    0.4800   36.47900   -1.41600 9000.000
  3518   78.73   18.167  -73.09 9000.0    1.7413    0.2210   32.79  154.00    6.80   26.24    0.4900   36.47900   -1.41600 9000.000
  3520   78.61   18.176  -73.05 9000.0    1.7798    0.2260   32.81  154.00    7.10   26.21    0.5000   36.47900   -1.41600 9000.000
  3522   78.50   18.184  -73.09 9000.0    1.7798    0.2270   32.83  155.00    7.30   26.21    0.5000   36.47900   -1.41600 9000.000
  3524   78.38   18.193  -73.13 9000.0    1.7799    0.2270   32.85  155.00    7.50   26.21    0.5000   36.47900   -1.41600 9000.000
  3526   78.26   18.202  -73.16 9000.0    1.8186    0.2320   32.87  156.00    7.70   26.21    0.5100   36.47900   -1.41600 9000.000
  3528   78.15   18.211  -73.09 9000.0    1.8184    0.2330   32.89  156.00    7.70   26.18    0.5100   36.47900   -1.41500 9000.000
  3530   78.03   18.220  -72.98 9000.0    1.8569    0.2380   32.92  157.00    7.70   26.14    0.5200   36.47900   -1.41500 9000.000
  3532   77.90   18.229  -72.92 9000.0    1.8956    0.2430   32.94  159.00    7.70   26.13    0.5300   36.47900   -1.41500 9000.000
  3534   77.78   18.238  -72.90 9000.0    1.8955    0.2440   32.96  160.00    7.50   26.11    0.5300   36.47900   -1.41500 9000.000
  3536   77.67   18.247  -72.63 9000.0    1.8954    0.2440   32.98  161.00    7.40   26.09    0.5300   36.47900   -1.41500 9000.000
  3538   77.56   18.255  -72.20 9000.0    1.9340    0.2490   33.01  163.00    7.10   26.08    0.5400   36.47900   -1.41500 9000.000
  3540   77.44   18.264  -72.06 9000.0    1.9340    0.2500   33.03  165.00    6.80   26.07    0.5400   36.47900   -1.41500 9000.000
  3542   77.33   18.272  -72.13 9000.0    1.9726    0.2550   33.05  168.00    6.40   26.05    0.5500   36.47900   -1.41400 9000.000
  3544   77.23   18.280  -72.12 9000.0    2.0111    0.2600   33.07  171.00    6.00   26.03    0.5600   36.47900   -1.41400 9000.000
  3546   77.12   18.288  -72.04 9000.0    2.0110    0.2610   33.09  175.00    5.50   26.01    0.5600   36.47900   -1.41400 9000.000
  3548   77.00   18.298  -72.07 9000.0    2.0497    0.2660   33.12  179.00    5.00   26.00    0.5700   36.47900   -1.41400 9000.000
  3550   76.87   18.308  -71.96 9000.0    2.0883    0.2720   33.15  186.00    4.50   25.98    0.5800   36.47900   -1.41400 9000.000
  3552   76.73   18.318  -71.51 9000.0    2.0882    0.2720   33.18  195.00    4.00   25.97    0.5800   36.47900   -1.41400 9000.000
  3554   76.60   18.328  -70.44 9000.0    2.1268    0.2780   33.21  207.00    3.60   25.95    0.5900   36.47900   -1.41400 9000.000
  3556   76.49   18.337  -69.37 9000.0    2.1267    0.2780   33.23  221.00    3.40   25.93    0.5900   36.47900   -1.41400 9000.000
  3558   76.38   18.346  -68.67 9000.0    2.1653    0.2830   33.25  237.00    3.50   25.91    0.6000   36.47900   -1.41400 9000.000
  3560   76.26   18.355  -68.14 9000.0    2.2425    0.2940   33.28  253.00    3.80   25.90    0.6200   36.47900   -1.41400 9000.000
  3562   76.11   18.367  -67.82 9000.0    2.3584    0.3100   33.32  264.00    4.40   25.87    0.6500   36.47900   -1.41400 9000.000
  3564   75.92   18.382  -67.34 9000.0    2.4358    0.3210   33.36  273.00    5.10   25.88    0.6700   36.47900   -1.41400 9000.000
  3566   75.72   18.398  -66.39 9000.0    2.5516    0.3370   33.42  279.00    5.90   25.85    0.7000   36.47900   -1.41400 9000.000
  3568   75.55   18.411  -65.41 9000.0    2.6289    0.3480   33.46  284.00    6.80   25.83    0.7200   36.47900   -1.41400 9000.000
  3570   75.40   18.424  -65.01 9000.0    2.7448    0.3640   33.50  287.00    7.70   25.82    0.7500   36.47900   -1.41400 9000.000
  3572   75.26   18.435  -64.82 9000.0    2.8607    0.3800   33.55  288.00    8.60   25.80    0.7800   36.47900   -1.41400 9000.000
  3574   75.10   18.448  -64.60 9000.0    2.9765    0.3960   33.59  290.00    9.50   25.78    0.8100   36.48000   -1.41400 9000.000
  3576   74.92   18.462  -64.45 9000.0    3.0923    0.4130   33.65  290.00   10.30   25.76    0.8400   36.48000   -1.41400 9000.000
  3578   74.75   18.476  -64.34 9000.0    3.2469    0.4340   33.71  291.00   11.10   25.75    0.8800   36.48000   -1.41400 9000.000
  3580   74.63   18.486  -64.22 9000.0    3.3627    0.4510   33.75  291.00   11.90   25.73    0.9100   36.48000   -1.41400 9000.000
  3582   74.52   18.495  -63.95 9000.0    3.4399    0.4620   33.79  290.00   12.60   25.71    0.9300   36.48000   -1.41400 9000.000
  3584   74.38   18.507  -63.77 9000.0    3.5944    0.4830   33.84  290.00   13.30   25.70    0.9700   36.48100   -1.41400 9000.000
  3586   74.20   18.522  -63.64 9000.0    3.6716    0.4950   33.91  289.00   14.00   25.68    0.9900   36.48100   -1.41400 9000.000
  3588   74.02   18.537  -63.66 9000.0    3.7486    0.5060   33.98  289.00   14.60   25.65    1.0100   36.48100   -1.41500 9000.000
  3590   73.86   18.550  -63.65 9000.0    3.8260    0.5180   34.05  288.00   15.30   25.65    1.0300   36.48100   -1.41500 9000.000
  3592   73.73   18.561  -63.35 9000.0    3.9031    0.5290   34.10  288.00   15.90   25.63    1.0500   36.48200   -1.41500 9000.000
  3594   73.60   18.571  -63.10 9000.0    3.9802    0.5410   34.16  287.00   16.50   25.61    1.0700   36.48200   -1.41500 9000.000
  3596   73.47   18.582  -63.05 9000.0    4.0187    0.5470   34.21  287.00   17.10   25.59    1.0800   36.48200   -1.41500 9000.000
  3598   73.30   18.597  -63.16 9000.0    4.0956    0.5590   34.29  286.00   17.70   25.56    1.1000   36.48200   -1.41500 9000.000
  3600   73.11   18.612  -63.29 9000.0    4.1729    0.5710   34.37  286.00   18.20   25.55    1.1200   36.48300   -1.41500 9000.000
  3602   72.93   18.628  -63.41 9000.0    4.2500    0.5830   34.45  286.00   18.70   25.53    1.1400   36.48300   -1.41500 9000.000
  3604   72.77   18.641  -63.38 9000.0    4.2500    0.5840   34.53  286.00   19.20   25.52    1.1400   36.48300   -1.41500 9000.000
  3606   72.62   18.654  -63.32 9000.0    4.2499    0.5850   34.60  286.00   19.70   25.51    1.1400   36.48400   -1.41500 9000.000
