  4336   49.74   20.669  -62.97    1.0    7.5343    1.5100   26.69 9000.00 9000.00   40.37    1.8000 9000.00000 9000.00000 9000.000
  4338   49.67   20.677  -63.04    1.0    7.5342    1.5200   26.77 9000.00 9000.00   40.36    1.8000 9000.00000 9000.00000 9000.000
  4340   49.61   20.685  -63.08    1.0    7.5769    1.5300   26.85 9000.00 9000.00   40.35    1.8100 9000.00000 9000.00000 9000.000
  4342   49.53   20.695  -62.97    1.0    7.5768    1.5300   26.94 9000.00 9000.00   40.34    1.8100 9000.00000 9000.00000 9000.000
  4344   49.45   20.705  -63.01    1.0    7.5342    1.5200   27.04 9000.00 9000.00   40.34    1.8000 9000.00000 9000.00000 9000.000
  4346   49.38   20.713  -63.11    1.0    7.5767    1.5300   27.12 9000.00 9000.00   40.32    1.8100 9000.00000 9000.00000 9000.000
  4348   49.31   20.722  -63.20    1.0    7.4907    1.5200   27.21 9000.00 9000.00   40.30    1.7900 9000.00000 9000.00000 9000.000
  4350   49.25   20.730  -63.21    1.0    7.5334    1.5300   27.28 9000.00 9000.00   40.29    1.8000 9000.00000 9000.00000 9000.000
  4352   49.18   20.738  -63.24    1.0    7.4905    1.5200   27.37 9000.00 9000.00   40.28    1.7900 9000.00000 9000.00000 9000.000
  4354   49.12   20.746  -63.30    1.0    7.4904    1.5200   27.44 9000.00 9000.00   40.27    1.7900 9000.00000 9000.00000 9000.000
  4356   49.04   20.756  -63.40    1.0    7.4476    1.5200   27.53 9000.00 9000.00   40.26    1.7800 9000.00000 9000.00000 9000.000
  4358   48.98   20.763  -63.41    1.0    7.4472    1.5200   27.61 9000.00 9000.00   40.24    1.7800 9000.00000 9000.00000 9000.000
  4360   48.90   20.773  -63.44    1.0    7.4474    1.5200   27.70 9000.00 9000.00   40.24    1.7800 9000.00000 9000.00000 9000.000
  4362   48.82   20.784  -63.54    1.0    7.4043    1.5200   27.80 9000.00 9000.00   40.22    1.7700 9000.00000 9000.00000 9000.000
  4364   48.74   20.794  -63.62    1.0    7.4045    1.5200   27.89 9000.00 9000.00   40.22    1.7700 9000.00000 9000.00000 9000.000
  4366   48.67   20.802  -63.66    1.0    7.3614    1.5100   27.98 9000.00 9000.00   40.20    1.7600 9000.00000 9000.00000 9000.000
  4368   48.61   20.810  -63.70    1.0    7.3613    1.5100   28.05 9000.00 9000.00   40.19    1.7600 9000.00000 9000.00000 9000.000
  4370   48.54   20.819  -63.80    1.0    7.3182    1.5100   28.13 9000.00 9000.00   40.17    1.7500 9000.00000 9000.00000 9000.000
  4372   48.48   20.826  -63.91    1.0    7.2750    1.5000   28.20 9000.00 9000.00   40.15    1.7400 9000.00000 9000.00000 9000.000
  4374   48.42   20.834  -63.97    1.0    7.2752    1.5000   28.27 9000.00 9000.00   40.15    1.7400 9000.00000 9000.00000 9000.000
  4376   48.36   20.841  -64.02    1.0    7.2753    1.5000   28.35 9000.00 9000.00   40.15    1.7400 9000.00000 9000.00000 9000.000
  4378   48.30   20.849  -64.07    1.0    7.2754    1.5100   28.42 9000.00 9000.00   40.15    1.7400 9000.00000 9000.00000 9000.000
  4380   48.23   20.858  -64.13    1.0    7.2323    1.5000   28.50 9000.00 9000.00   40.13    1.7300 9000.00000 9000.00000 9000.000
  4382   48.15   20.868  -64.12    1.0    7.2318    1.5000   28.60 9000.00 9000.00   40.10    1.7300 9000.00000 9000.00000 9000.000
  4384   48.08   20.877  -64.07    1.0    7.2317    1.5000   28.68 9000.00 9000.00   40.09    1.7300 9000.00000 9000.00000 9000.000
  4386   48.02   20.885  -64.06    1.0    7.2317    1.5100   28.75 9000.00 9000.00   40.08    1.7300 9000.00000 9000.00000 9000.000
  4388   47.95   20.894  -64.08    1.0    7.2316    1.5100   28.83 9000.00 9000.00   40.07    1.7300 9000.00000 9000.00000 9000.000
  4390   47.89   20.901  -64.11    1.0    7.2313    1.5100   28.90 9000.00 9000.00   40.05    1.7300 9000.00000 9000.00000 9000.000
  4392   47.83   20.909  -64.06    1.0    7.2309    1.5100   28.98 9000.00 9000.00   40.03    1.7300 9000.00000 9000.00000 9000.000
  4394   47.76   20.918  -63.99    1.0    7.2306    1.5100   29.06 9000.00 9000.00   40.01    1.7300 9000.00000 9000.00000 9000.000
  4396   47.69   20.927  -64.00    1.0    7.2736    1.5300   29.14 9000.00 9000.00   40.01    1.7400 9000.00000 9000.00000 9000.000
  4398   47.61   20.937  -64.11    1.0    7.2733    1.5300   29.24 9000.00 9000.00   39.99    1.7400 9000.00000 9000.00000 9000.000
  4400   47.55   20.945  -64.15    1.0    7.2732    1.5300   29.31 9000.00 9000.00   39.98    1.7400 9000.00000 9000.00000 9000.000
  4402   47.49   20.953  -64.11    1.0    7.3159    1.5400   29.39 9000.00 9000.00   39.97    1.7500 9000.00000 9000.00000 9000.000
  4404   47.41   20.963  -64.17    1.0    7.3158    1.5400   29.48 9000.00 9000.00   39.96    1.7500 9000.00000 9000.00000 9000.000
  4406   47.35   20.971  -64.24    1.0    7.3160    1.5500   29.56 9000.00 9000.00   39.96    1.7500 9000.00000 9000.00000 9000.000
  4408   47.29   20.978  -64.30    1.0    7.3159    1.5500   29.63 9000.00 9000.00   39.95    1.7500 9000.00000 9000.00000 9000.000
  4410   47.23   20.986  -64.30    1.0    7.3158    1.5500   29.70 9000.00 9000.00   39.94    1.7500 9000.00000 9000.00000 9000.000
  4412   47.15   20.997  -64.28    1.0    7.3155    1.5500   29.80 9000.00 9000.00   39.92    1.7500 9000.00000 9000.00000 9000.000
  4414   47.09   21.004  -64.26    1.0    7.3154    1.5500   29.87 9000.00 9000.00   39.91    1.7500 9000.00000 9000.00000 9000.000
  4416   47.02   21.013  -64.29    1.0    7.3153    1.5600   29.96 9000.00 9000.00   39.90    1.7500 9000.00000 9000.00000 9000.000
  4418   46.95   21.022  -64.38    1.0    7.3155    1.5600   30.05 9000.00 9000.00   39.90    1.7500 9000.00000 9000.00000 9000.000
  4420   46.88   21.032  -64.46    1.0    7.3154    1.5600   30.13 9000.00 9000.00   39.89    1.7500 9000.00000 9000.00000 9000.000
  4422   46.82   21.039  -64.54    1.0    7.3156    1.5600   30.21 9000.00 9000.00   39.89    1.7500 9000.00000 9000.00000 9000.000
  4424   46.76   21.047  -64.62    1.0    7.3157    1.5600   30.28 9000.00 9000.00   39.89    1.7500 9000.00000 9000.00000 9000.000
  4426   46.70   21.055  -64.71    1.0    7.3151    1.5700   30.35 9000.00 9000.00   39.86    1.7500 9000.00000 9000.00000 9000.000
  4428   46.64   21.063  -64.81    1.0    7.3146    1.5700   30.43 9000.00 9000.00   39.83    1.7500 9000.00000 9000.00000 9000.000
  4430   46.58   21.071  -64.91    1.0    7.2715    1.5600   30.50 9000.00 9000.00   39.81    1.7400 9000.00000 9000.00000 9000.000
  4432   46.51   21.080  -64.94    1.0    7.2289    1.5500   30.59 9000.00 9000.00   39.81    1.7300 9000.00000 9000.00000 9000.000
  4434   46.44   21.089  -64.96    1.0    7.2286    1.5600   30.67 9000.00 9000.00   39.79    1.7300 9000.00000 9000.00000 9000.000
  4436   46.37   21.098  -64.99    1.0    7.2285    1.5600   30.76 9000.00 9000.00   39.78    1.7300 9000.00000 9000.00000 9000.000
  4438   46.30   21.108  -65.05    1.0    7.1857    1.5500   30.85 9000.00 9000.00   39.77    1.7200 9000.00000 9000.00000 9000.000
  4440   46.24   21.115  -64.97    1.0    7.1428    1.5400   30.92 9000.00 9000.00   39.76    1.7100 9000.00000 9000.00000 9000.000
  4442   46.18   21.123  -64.94    1.0    7.1430    1.5500   30.99 9000.00 9000.00   39.76    1.7100 9000.00000 9000.00000 9000.000
  4444   46.11   21.133  -64.93    1.0    7.1427    1.5500   31.08 9000.00 9000.00   39.74    1.7100 9000.00000 9000.00000 9000.000
  4446   46.03   21.143  -64.88    1.0    7.1426    1.5500   31.18 9000.00 9000.00   39.73    1.7100 9000.00000 9000.00000 9000.000
  4448   45.96   21.152  -64.90    1.0    7.1426    1.5500   31.26 9000.00 9000.00   39.72    1.7100 9000.00000 9000.00000 9000.000
  4450   45.89   21.162  -64.96    2.0    7.1425    1.5600   31.35 9000.00 9000.00   39.71    1.7100 9000.00000 9000.00000 9000.000
  4452   45.83   21.170  -64.90    2.0    7.1422    1.5600   31.42 9000.00 9000.00   39.69    1.7100 9000.00000 9000.00000 9000.000
  4454   45.78   21.176  -64.66    1.0    7.1849    1.5700   31.48 9000.00 9000.00   39.68    1.7200 9000.00000 9000.00000 9000.000
  4456   45.71   21.186  -64.54    1.0    7.1850    1.5700   31.57 9000.00 9000.00   39.68    1.7200 9000.00000 9000.00000 9000.000
  4458   45.65   21.194  -64.57    1.0    7.1849    1.5700   31.65 9000.00 9000.00   39.67    1.7200 9000.00000 9000.00000 9000.000
  4460   45.59   21.202  -64.51    1.0    7.1848    1.5800   31.72 9000.00 9000.00   39.66    1.7200 9000.00000 9000.00000 9000.000
  4462   45.53   21.210  -64.28    1.0    7.1850    1.5800   31.80 9000.00 9000.00   39.66    1.7200 9000.00000 9000.00000 9000.000
  4464   45.46   21.219  -64.16    1.0    7.2275    1.5900   31.88 9000.00 9000.00   39.64    1.7300 9000.00000 9000.00000 9000.000
  4466   45.39   21.229  -64.25    1.0    7.2272    1.5900   31.97 9000.00 9000.00   39.62    1.7300 9000.00000 9000.00000 9000.000
  4468   45.33   21.237  -64.33    1.0    7.1843    1.5800   32.05 9000.00 9000.00   39.61    1.7200 9000.00000 9000.00000 9000.000
  4470   45.27   21.245  -64.48    1.0    7.2272    1.6000   32.12 9000.00 9000.00   39.61    1.7300 9000.00000 9000.00000 9000.000
  4472   45.20   21.254  -64.58    1.0    7.2270    1.6000   32.21 9000.00 9000.00   39.59    1.7300 9000.00000 9000.00000 9000.000
  4474   45.14   21.262  -64.53    1.0    7.2269    1.6000   32.29 9000.00 9000.00   39.58    1.7300 9000.00000 9000.00000 9000.000
  4476   45.08   21.271  -64.47    1.0    7.2270    1.6000   32.36 9000.00 9000.00   39.58    1.7300 9000.00000 9000.00000 9000.000
  4478   45.02   21.279  -64.41    1.0    7.2272    1.6100   32.44 9000.00 9000.00   39.58    1.7300 9000.00000 9000.00000 9000.000
  4480   44.95   21.288  -64.45    1.0    7.2269    1.6100   32.53 9000.00 9000.00   39.56    1.7300 9000.00000 9000.00000 9000.000
  4482   44.88   21.298  -64.52    1.0    7.2266    1.6100   32.61 9000.00 9000.00   39.54    1.7300 9000.00000 9000.00000 9000.000
  4484   44.80   21.309  -64.49    1.0    7.2263    1.6100   32.72 9000.00 9000.00   39.52    1.7300 9000.00000 9000.00000 9000.000
  4486   44.74   21.317  -64.48    1.0    7.2262    1.6200   32.79 9000.00 9000.00   39.51    1.7300 9000.00000 9000.00000 9000.000
  4488   44.69   21.324  -64.42    1.0    7.2691    1.6300   32.86 9000.00 9000.00   39.51    1.7400 9000.00000 9000.00000 9000.000
  4490   44.63   21.332  -64.34    1.0    7.3118    1.6400   32.93 9000.00 9000.00   39.50    1.7500 9000.00000 9000.00000 9000.000
  4492   44.56   21.341  -64.36    1.0    7.3115    1.6400   33.03 9000.00 9000.00   39.48    1.7500 9000.00000 9000.00000 9000.000
  4494   44.49   21.351  -64.44    1.0    7.3117    1.6400   33.12 9000.00 9000.00   39.48    1.7500 9000.00000 9000.00000 9000.000
  4496   44.43   21.359  -64.50    1.0    7.3116    1.6500   33.19 9000.00 9000.00   39.47    1.7500 9000.00000 9000.00000 9000.000
  4498   44.37   21.368  -64.61    2.0    7.3541    1.6600   33.27 9000.00 9000.00   39.45    1.7600 9000.00000 9000.00000 9000.000
  4500   44.30   21.377  -64.67    2.0    7.3968    1.6700   33.36 9000.00 9000.00   39.44    1.7700 9000.00000 9000.00000 9000.000
  4502   44.24   21.385  -64.73    2.0    7.3969    1.6700   33.44 9000.00 9000.00   39.44    1.7700 9000.00000 9000.00000 9000.000
  4504   44.18   21.394  -64.82    2.0    7.4396    1.6800   33.52 9000.00 9000.00   39.43    1.7800 9000.00000 9000.00000 9000.000
  4506   44.12   21.402  -64.89    2.0    7.4393    1.6900   33.60 9000.00 9000.00   39.41    1.7800 9000.00000 9000.00000 9000.000
  4508   44.04   21.413  -64.97    2.0    7.4395    1.6900   33.71 9000.00 9000.00   39.41    1.7800 9000.00000 9000.00000 9000.000
  4510   43.96   21.424  -65.05    2.0    7.4822    1.7000   33.82 9000.00 9000.00   39.40    1.7900 9000.00000 9000.00000 9000.000
  4512   43.88   21.435  -65.15    2.0    7.4822    1.7100   33.92 9000.00 9000.00   39.39    1.7900 9000.00000 9000.00000 9000.000
  4514   43.82   21.444  -65.22    2.0    7.4819    1.7100   34.00 9000.00 9000.00   39.37    1.7900 9000.00000 9000.00000 9000.000
  4516   43.76   21.452  -65.28    2.0    7.4816    1.7100   34.09 9000.00 9000.00   39.35    1.7900 9000.00000 9000.00000 9000.000
  4518   43.70   21.460  -65.36    2.0    7.5242    1.7200   34.17 9000.00 9000.00   39.34    1.8000 9000.00000 9000.00000 9000.000
  4520   43.64   21.469  -65.48    2.0    7.5244    1.7200   34.25 9000.00 9000.00   39.34    1.8000 9000.00000 9000.00000 9000.000
  4522   43.56   21.480  -65.60    2.0    7.5244    1.7300   34.36 9000.00 9000.00   39.33    1.8000 9000.00000 9000.00000 9000.000
  4524   43.48   21.491  -65.59    2.0    7.5671    1.7400   34.47 9000.00 9000.00   39.32    1.8100 9000.00000 9000.00000 9000.000
  4526   43.42   21.499  -65.57    2.0    7.5668    1.7400   34.55 9000.00 9000.00   39.30    1.8100 9000.00000 9000.00000 9000.000
  4528   43.36   21.508  -65.52    2.0    7.5670    1.7500   34.63 9000.00 9000.00   39.30    1.8100 9000.00000 9000.00000 9000.000
  4530   43.29   21.517  -65.46    1.0    7.5671    1.7500   34.73 9000.00 9000.00   39.30    1.8100 9000.00000 9000.00000 9000.000
  4532   43.23   21.526  -65.39    1.0    7.5673    1.7500   34.81 9000.00 9000.00   39.30    1.8100 9000.00000 9000.00000 9000.000
  4534   43.16   21.536  -65.35    1.0    7.5668    1.7500   34.91 9000.00 9000.00   39.27    1.8100 9000.00000 9000.00000 9000.000
  4536   43.09   21.546  -65.29    1.0    7.5665    1.7600   35.01 9000.00 9000.00   39.25    1.8100 9000.00000 9000.00000 9000.000
  4538   43.02   21.556  -65.28    1.0    7.5662    1.7600   35.10 9000.00 9000.00   39.23    1.8100 9000.00000 9000.00000 9000.000
  4540   42.96   21.564  -65.36    1.0    7.5664    1.7600   35.19 9000.00 9000.00   39.23    1.8100 9000.00000 9000.00000 9000.000
  4542   42.90   21.573  -65.47    2.0    7.6088    1.7700   35.27 9000.00 9000.00   39.21    1.8200 9000.00000 9000.00000 9000.000
  4544   42.84   21.581  -65.52    2.0    7.6087    1.7800   35.35 9000.00 9000.00   39.20    1.8200 9000.00000 9000.00000 9000.000
  4546   42.77   21.591  -65.52    2.0    7.6089    1.7800   35.45 9000.00 9000.00   39.20    1.8200 9000.00000 9000.00000 9000.000
  4548   42.70   21.601  -65.53    2.0    7.6091    1.7800   35.55 9000.00 9000.00   39.20    1.8200 9000.00000 9000.00000 9000.000
  4550   42.64   21.610  -65.50    2.0    7.6518    1.7900   35.64 9000.00 9000.00   39.19    1.8300 9000.00000 9000.00000 9000.000
  4552   42.57   21.619  -65.43    1.0    7.6515    1.8000   35.73 9000.00 9000.00   39.17    1.8300 9000.00000 9000.00000 9000.000
  4554   42.49   21.631  -65.37    2.0    7.6515    1.8000   35.85 9000.00 9000.00   39.16    1.8300 9000.00000 9000.00000 9000.000
  4556   42.43   21.639  -65.30    1.0    7.6514    1.8000   35.93 9000.00 9000.00   39.15    1.8300 9000.00000 9000.00000 9000.000
  4558   42.36   21.649  -65.29    1.0    7.6514    1.8100   36.03 9000.00 9000.00   39.14    1.8300 9000.00000 9000.00000 9000.000
  4560   42.29   21.660  -65.35    1.0    7.6516    1.8100   36.13 9000.00 9000.00   39.14    1.8300 9000.00000 9000.00000 9000.000
  4562   42.23   21.668  -65.41    1.0    7.6515    1.8100   36.22 9000.00 9000.00   39.13    1.8300 9000.00000 9000.00000 9000.000
  4564   42.17   21.677  -65.39    1.0    7.6515    1.8100   36.30 9000.00 9000.00   39.12    1.8300 9000.00000 9000.00000 9000.000
  4566   42.10   21.687  -65.26    1.0    7.6939    1.8300   36.41 9000.00 9000.00   39.10    1.8400 9000.00000 9000.00000 9000.000
  4568   42.03   21.697  -65.07    1.0    7.7364    1.8400   36.51 9000.00 9000.00   39.08    1.8500 9000.00000 9000.00000 9000.000
  4570   41.97   21.706  -65.00    1.0    7.7363    1.8400   36.59 9000.00 9000.00   39.07    1.8500 9000.00000 9000.00000 9000.000
  4572   41.90   21.716  -65.00    1.0    7.7363    1.8500   36.70 9000.00 9000.00   39.06    1.8500 9000.00000 9000.00000 9000.000
  4574   41.82   21.728  -64.97    1.0    7.7792    1.8600   36.81 9000.00 9000.00   39.06    1.8600 9000.00000 9000.00000 9000.000
  4576   41.75   21.738  -65.03    1.0    7.7790    1.8600   36.92 9000.00 9000.00   39.04    1.8600 9000.00000 9000.00000 9000.000
  4578   41.69   21.747  -65.09    1.0    7.7789    1.8700   37.00 9000.00 9000.00   39.03    1.8600 9000.00000 9000.00000 9000.000
  4580   41.63   21.755  -65.15    1.0    7.8218    1.8800   37.09 9000.00 9000.00   39.03    1.8700 9000.00000 9000.00000 9000.000
  4582   41.58   21.763  -65.23    1.0    7.8217    1.8800   37.17 9000.00 9000.00   39.02    1.8700 9000.00000 9000.00000 9000.000
  4584   41.50   21.774  -65.28    1.0    7.8215    1.8800   37.29 9000.00 9000.00   39.00    1.8700 9000.00000 9000.00000 9000.000
  4586   41.44   21.783  -65.27    1.0    7.8214    1.8900   37.38 9000.00 9000.00   38.99    1.8700 9000.00000 9000.00000 9000.000
  4588   41.37   21.794  -65.23    1.0    7.7789    1.8800   37.48 9000.00 9000.00   38.99    1.8600 9000.00000 9000.00000 9000.000
  4590   41.30   21.804  -65.21    1.0    7.7788    1.8800   37.58 9000.00 9000.00   38.98    1.8600 9000.00000 9000.00000 9000.000
  4592   41.23   21.814  -65.29    1.0    7.7358    1.8800   37.69 9000.00 9000.00   38.96    1.8500 9000.00000 9000.00000 9000.000
  4594   41.16   21.824  -65.31    1.0    7.7358    1.8800   37.79 9000.00 9000.00   38.95    1.8500 9000.00000 9000.00000 9000.000
  4596   41.10   21.833  -65.32    2.0    7.7360    1.8800   37.88 9000.00 9000.00   38.95    1.8500 9000.00000 9000.00000 9000.000
  4598   41.04   21.842  -65.37    1.0    7.6929    1.8700   37.97 9000.00 9000.00   38.93    1.8400 9000.00000 9000.00000 9000.000
  4600   40.97   21.853  -65.40    1.0    7.6929    1.8800   38.07 9000.00 9000.00   38.92    1.8400 9000.00000 9000.00000 9000.000
  4602   40.91   21.861  -65.36    1.0    7.6928    1.8800   38.16 9000.00 9000.00   38.91    1.8400 9000.00000 9000.00000 9000.000
  4604   40.85   21.871  -65.25    1.0    7.6928    1.8800   38.25 9000.00 9000.00   38.90    1.8400 9000.00000 9000.00000 9000.000
  4606   40.79   21.879  -65.12    1.0    7.6927    1.8900   38.34 9000.00 9000.00   38.89    1.8400 9000.00000 9000.00000 9000.000
  4608   40.73   21.888  -65.06    1.0    7.7351    1.9000   38.43 9000.00 9000.00   38.87    1.8500 9000.00000 9000.00000 9000.000
  4610   40.66   21.899  -64.95    1.0    7.7354    1.9000   38.54 9000.00 9000.00   38.87    1.8500 9000.00000 9000.00000 9000.000
  4612   40.60   21.908  -64.75    1.0    7.7353    1.9100   38.63 9000.00 9000.00   38.86    1.8500 9000.00000 9000.00000 9000.000
  4614   40.53   21.918  -64.75    1.0    7.7780    1.9200   38.73 9000.00 9000.00   38.85    1.8600 9000.00000 9000.00000 9000.000
  4616   40.46   21.929  -64.70    1.0    7.7777    1.9200   38.84 9000.00 9000.00   38.83    1.8600 9000.00000 9000.00000 9000.000
  4618   40.40   21.938  -64.59    1.0    7.8631    1.9500   38.93 9000.00 9000.00   38.82    1.8800 9000.00000 9000.00000 9000.000
  4620   40.34   21.947  -64.49    1.0    7.8631    1.9500   39.02 9000.00 9000.00   38.81    1.8800 9000.00000 9000.00000 9000.000
  4622   40.28   21.956  -64.36    1.0    7.8630    1.9500   39.11 9000.00 9000.00   38.80    1.8800 9000.00000 9000.00000 9000.000
  4624   40.22   21.965  -64.21    1.0    7.9060    1.9700   39.21 9000.00 9000.00   38.80    1.8900 9000.00000 9000.00000 9000.000
  4626   40.16   21.974  -64.12    1.0    7.9484    1.9800   39.30 9000.00 9000.00   38.78    1.9000 9000.00000 9000.00000 9000.000
  4628   40.11   21.982  -64.10    1.0    7.9483    1.9800   39.38 9000.00 9000.00   38.77    1.9000 9000.00000 9000.00000 9000.000
  4630   40.05   21.991  -64.11    1.0    7.9482    1.9800   39.47 9000.00 9000.00   38.76    1.9000 9000.00000 9000.00000 9000.000
  4632   39.98   22.002  -64.05    1.0    7.9912    2.0000   39.58 9000.00 9000.00   38.76    1.9100 9000.00000 9000.00000 9000.000
  4634   39.91   22.013  -63.90    1.0    8.0336    2.0100   39.69 9000.00 9000.00   38.74    1.9200 9000.00000 9000.00000 9000.000
  4636   39.85   22.022  -63.86    1.0    8.0336    2.0200   39.79 9000.00 9000.00   38.73    1.9200 9000.00000 9000.00000 9000.000
  4638   39.80   22.029  -63.89    1.0    8.0335    2.0200   39.87 9000.00 9000.00   38.72    1.9200 9000.00000 9000.00000 9000.000
  4640   39.74   22.039  -63.89    1.0    8.0762    2.0300   39.96 9000.00 9000.00   38.71    1.9300 9000.00000 9000.00000 9000.000
  4642   39.69   22.046  -63.85    1.0    8.1188    2.0500   40.04 9000.00 9000.00   38.70    1.9400 9000.00000 9000.00000 9000.000
  4644   39.64   22.054  -63.79    1.0    8.1187    2.0500   40.13 9000.00 9000.00   38.69    1.9400 9000.00000 9000.00000 9000.000
  4646   39.57   22.065  -63.69    1.0    8.1614    2.0600   40.24 9000.00 9000.00   38.68    1.9500 9000.00000 9000.00000 9000.000
  4648   39.51   22.074  -63.65    1.0    8.1614    2.0700   40.34 9000.00 9000.00   38.67    1.9500 9000.00000 9000.00000 9000.000
  4650   39.45   22.084  -63.50    1.0    8.2041    2.0800   40.44 9000.00 9000.00   38.66    1.9600 9000.00000 9000.00000 9000.000
  4652   39.39   22.093  -63.27    1.0    8.2040    2.0800   40.53 9000.00 9000.00   38.65    1.9600 9000.00000 9000.00000 9000.000
  4654   39.32   22.104  -63.14    1.0    8.2465    2.1000   40.65 9000.00 9000.00   38.63    1.9700 9000.00000 9000.00000 9000.000
  4656   39.26   22.113  -63.12    1.0    8.2894    2.1100   40.75 9000.00 9000.00   38.63    1.9800 9000.00000 9000.00000 9000.000
  4658   39.20   22.123  -63.06    1.0    8.3321    2.1300   40.85 9000.00 9000.00   38.62    1.9900 9000.00000 9000.00000 9000.000
  4660   39.14   22.132  -62.97    1.0    8.3745    2.1400   40.95 9000.00 9000.00   38.60    2.0000 9000.00000 9000.00000 9000.000
  4662   39.09   22.140  -63.01    1.0    8.4174    2.1500   41.04 9000.00 9000.00   38.60    2.0100 9000.00000 9000.00000 9000.000
  4664   39.04   22.148  -63.07    1.0    8.5025    2.1800   41.12 9000.00 9000.00   38.58    2.0300 9000.00000 9000.00000 9000.000
  4666   38.98   22.157  -63.10    1.0    8.5454    2.1900   41.22 9000.00 9000.00   38.58    2.0400 9000.00000 9000.00000 9000.000
  4668   38.92   22.167  -63.15    1.0    8.5454    2.2000   41.33 9000.00 9000.00   38.57    2.0400 9000.00000 9000.00000 9000.000
  4670   38.87   22.175  -63.26    1.0    8.5880    2.2100   41.42 9000.00 9000.00   38.56    2.0500 9000.00000 9000.00000 9000.000
  4672   38.81   22.184  -63.38    1.0    8.6310    2.2200   41.52 9000.00 9000.00   38.56    2.0600 9000.00000 9000.00000 9000.000
  4674   38.74   22.195  -63.51    1.0    8.6737    2.2400   41.64 9000.00 9000.00   38.55    2.0700 9000.00000 9000.00000 9000.000
  4676   38.69   22.203  -63.56    1.0    8.6733    2.2400   41.73 9000.00 9000.00   38.53    2.0700 9000.00000 9000.00000 9000.000
  4678   38.64   22.211  -63.61    1.0    8.7160    2.2600   41.82 9000.00 9000.00   38.52    2.0800 9000.00000 9000.00000 9000.000
  4680   38.59   22.219  -63.69    1.0    8.7159    2.2600   41.91 9000.00 9000.00   38.51    2.0800 9000.00000 9000.00000 9000.000
  4682   38.53   22.229  -63.76    1.0    8.7158    2.2600   42.02 9000.00 9000.00   38.50    2.0800 9000.00000 9000.00000 9000.000
  4684   38.46   22.240  -63.73    1.0    8.7583    2.2800   42.14 9000.00 9000.00   38.48    2.0900 9000.00000 9000.00000 9000.000
  4686   38.39   22.251  -63.69    1.0    8.7586    2.2800   42.27 9000.00 9000.00   38.48    2.0900 9000.00000 9000.00000 9000.000
  4688   38.33   22.260  -63.77    1.0    8.7585    2.2900   42.38 9000.00 9000.00   38.47    2.0900 9000.00000 9000.00000 9000.000
  4690   38.28   22.268  -63.84    1.0    8.7584    2.2900   42.47 9000.00 9000.00   38.46    2.0900 9000.00000 9000.00000 9000.000
  4692   38.23   22.277  -63.84    1.0    8.7583    2.2900   42.56 9000.00 9000.00   38.45    2.0900 9000.00000 9000.00000 9000.000
  4694   38.18   22.285  -63.84    1.0    8.7580    2.2900   42.65 9000.00 9000.00   38.43    2.0900 9000.00000 9000.00000 9000.000
  4696   38.13   22.293  -63.86    1.0    8.8009    2.3100   42.74 9000.00 9000.00   38.43    2.1000 9000.00000 9000.00000 9000.000
  4698   38.07   22.302  -63.89    1.0    8.8008    2.3100   42.85 9000.00 9000.00   38.42    2.1000 9000.00000 9000.00000 9000.000
  4700   38.01   22.312  -63.93    1.0    8.8005    2.3200   42.96 9000.00 9000.00   38.40    2.1000 9000.00000 9000.00000 9000.000
  4702   37.96   22.320  -63.98    1.0    8.8004    2.3200   43.05 9000.00 9000.00   38.39    2.1000 9000.00000 9000.00000 9000.000
  4704   37.91   22.328  -64.08    1.0    8.8004    2.3200   43.14 9000.00 9000.00   38.38    2.1000 9000.00000 9000.00000 9000.000
  4706   37.85   22.338  -64.13    1.0    8.8006    2.3300   43.25 9000.00 9000.00   38.38    2.1000 9000.00000 9000.00000 9000.000
  4708   37.79   22.347  -64.00    1.0    8.8003    2.3300   43.36 9000.00 9000.00   38.36    2.1000 9000.00000 9000.00000 9000.000
  4710   37.74   22.355  -63.98    1.0    8.8002    2.3300   43.45 9000.00 9000.00   38.35    2.1000 9000.00000 9000.00000 9000.000
  4712   37.68   22.365  -64.05    1.0    8.8004    2.3400   43.56 9000.00 9000.00   38.35    2.1000 9000.00000 9000.00000 9000.000
  4714   37.61   22.377  -64.14    1.0    8.7577    2.3300   43.69 9000.00 9000.00   38.34    2.0900 9000.00000 9000.00000 9000.000
  4716   37.56   22.385  -64.20    1.0    8.7574    2.3300   43.78 9000.00 9000.00   38.32    2.0900 9000.00000 9000.00000 9000.000
  4718   37.50   22.395  -64.27    1.0    8.7573    2.3400   43.89 9000.00 9000.00   38.31    2.0900 9000.00000 9000.00000 9000.000
  4720   37.44   22.404  -64.27    1.0    8.7576    2.3400   44.01 9000.00 9000.00   38.31    2.0900 9000.00000 9000.00000 9000.000
  4722   37.39   22.413  -64.33    1.0    8.7575    2.3400   44.10 9000.00 9000.00   38.30    2.0900 9000.00000 9000.00000 9000.000
  4724   37.33   22.422  -64.43    1.0    8.7575    2.3500   44.21 9000.00 9000.00   38.29    2.0900 9000.00000 9000.00000 9000.000
  4726   37.28   22.431  -64.46    1.0    8.7571    2.3500   44.30 9000.00 9000.00   38.27    2.0900 9000.00000 9000.00000 9000.000
  4728   37.23   22.439  -64.49    1.0    8.7143    2.3400   44.39 9000.00 9000.00   38.26    2.0800 9000.00000 9000.00000 9000.000
