36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:23 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200122
Launch Time (UT)                  : 07:13:53
Burst Pressure (hPa)              : 5.88
Integrated O3 to end of data (DU) : 207.09
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2513318
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33321
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
  3828   57.63   19.811  -73.60    5.0    4.0287    0.6990   33.46 9000.00 9000.00   23.43    1.0800 9000.00000 9000.00000 9000.000
  3830   57.54   19.820  -73.63    5.0    4.0286    0.7000   33.51 9000.00 9000.00   23.42    1.0800 9000.00000 9000.00000 9000.000
  3832   57.43   19.831  -73.63    5.0    4.0286    0.7010   33.57 9000.00 9000.00   23.41    1.0800 9000.00000 9000.00000 9000.000
  3834   57.35   19.839  -73.54    5.0    3.9893    0.6960   33.62 9000.00 9000.00   23.39    1.0700 9000.00000 9000.00000 9000.000
  3836   57.26   19.849  -73.43    5.0    3.9893    0.6970   33.67 9000.00 9000.00   23.38    1.0700 9000.00000 9000.00000 9000.000
  3838   57.16   19.859  -73.22    4.0    3.9891    0.6980   33.72 9000.00 9000.00   23.36    1.0700 9000.00000 9000.00000 9000.000
  3840   57.06   19.869  -72.84    4.0    3.9891    0.6990   33.78 9000.00 9000.00   23.35    1.0700 9000.00000 9000.00000 9000.000
  3842   56.98   19.877  -72.65    4.0    4.0281    0.7070   33.82 9000.00 9000.00   23.35    1.0800 9000.00000 9000.00000 9000.000
  3844   56.89   19.887  -72.54    4.0    4.0672    0.7150   33.87 9000.00 9000.00   23.34    1.0900 9000.00000 9000.00000 9000.000
  3846   56.78   19.898  -72.52    4.0    4.0670    0.7160   33.93 9000.00 9000.00   23.32    1.0900 9000.00000 9000.00000 9000.000
  3848   56.68   19.908  -72.51    4.0    4.1061    0.7240   33.99 9000.00 9000.00   23.31    1.1000 9000.00000 9000.00000 9000.000
  3850   56.56   19.921  -72.48    4.0    4.1061    0.7260   34.06 9000.00 9000.00   23.30    1.1000 9000.00000 9000.00000 9000.000
  3852   56.44   19.933  -72.43    4.0    4.1059    0.7270   34.13 9000.00 9000.00   23.28    1.1000 9000.00000 9000.00000 9000.000
  3854   56.34   19.944  -72.41    4.0    4.1449    0.7360   34.19 9000.00 9000.00   23.26    1.1100 9000.00000 9000.00000 9000.000
  3856   56.26   19.952  -72.48    4.0    4.1839    0.7440   34.23 9000.00 9000.00   23.25    1.1200 9000.00000 9000.00000 9000.000
  3858   56.18   19.960  -72.55    4.0    4.2230    0.7520   34.28 9000.00 9000.00   23.24    1.1300 9000.00000 9000.00000 9000.000
  3860   56.09   19.970  -72.52    4.0    4.2228    0.7530   34.33 9000.00 9000.00   23.22    1.1300 9000.00000 9000.00000 9000.000
  3862   55.99   19.980  -72.59    4.0    4.2227    0.7540   34.39 9000.00 9000.00   23.21    1.1300 9000.00000 9000.00000 9000.000
  3864   55.90   19.990  -72.62    4.0    4.2227    0.7550   34.45 9000.00 9000.00   23.20    1.1300 9000.00000 9000.00000 9000.000
  3866   55.81   19.999  -72.55    4.0    4.2225    0.7570   34.50 9000.00 9000.00   23.18    1.1300 9000.00000 9000.00000 9000.000
  3868   55.73   20.008  -72.52    4.0    4.1834    0.7510   34.55 9000.00 9000.00   23.17    1.1200 9000.00000 9000.00000 9000.000
  3870   55.65   20.016  -72.56    4.0    4.2223    0.7590   34.60 9000.00 9000.00   23.15    1.1300 9000.00000 9000.00000 9000.000
  3872   55.57   20.024  -72.61    4.0    4.2222    0.7600   34.64 9000.00 9000.00   23.14    1.1300 9000.00000 9000.00000 9000.000
  3874   55.48   20.034  -72.68    4.0    4.2611    0.7680   34.70 9000.00 9000.00   23.12    1.1400 9000.00000 9000.00000 9000.000
  3876   55.40   20.042  -72.72    4.0    4.2611    0.7690   34.75 9000.00 9000.00   23.12    1.1400 9000.00000 9000.00000 9000.000
  3878   55.32   20.051  -72.73    4.0    4.2610    0.7700   34.80 9000.00 9000.00   23.11    1.1400 9000.00000 9000.00000 9000.000
  3880   55.24   20.059  -72.83    4.0    4.2608    0.7710   34.84 9000.00 9000.00   23.09    1.1400 9000.00000 9000.00000 9000.000
  3882   55.14   20.070  -72.92    4.0    4.2607    0.7730   34.90 9000.00 9000.00   23.07    1.1400 9000.00000 9000.00000 9000.000
  3884   55.06   20.079  -72.97    4.0    4.2606    0.7740   34.95 9000.00 9000.00   23.06    1.1400 9000.00000 9000.00000 9000.000
  3886   54.98   20.087  -73.06    4.0    4.2995    0.7820   35.00 9000.00 9000.00   23.04    1.1500 9000.00000 9000.00000 9000.000
  3888   54.88   20.098  -73.14    4.0    4.2995    0.7830   35.06 9000.00 9000.00   23.03    1.1500 9000.00000 9000.00000 9000.000
  3890   54.79   20.107  -73.17    4.0    4.2993    0.7850   35.12 9000.00 9000.00   23.01    1.1500 9000.00000 9000.00000 9000.000
  3892   54.70   20.117  -73.22    4.0    4.2992    0.7860   35.18 9000.00 9000.00   23.00    1.1500 9000.00000 9000.00000 9000.000
  3894   54.61   20.127  -73.28    4.0    4.2990    0.7870   35.23 9000.00 9000.00   22.98    1.1500 9000.00000 9000.00000 9000.000
  3896   54.52   20.136  -73.34    4.0    4.2990    0.7890   35.29 9000.00 9000.00   22.97    1.1500 9000.00000 9000.00000 9000.000
  3898   54.43   20.146  -73.39    4.0    4.2990    0.7900   35.34 9000.00 9000.00   22.96    1.1500 9000.00000 9000.00000 9000.000
  3900   54.34   20.156  -73.45    4.0    4.2988    0.7910   35.40 9000.00 9000.00   22.94    1.1500 9000.00000 9000.00000 9000.000
  3902   54.24   20.166  -73.58    4.0    4.2986    0.7930   35.46 9000.00 9000.00   22.92    1.1500 9000.00000 9000.00000 9000.000
  3904   54.13   20.178  -73.72    4.0    4.3378    0.8010   35.53 9000.00 9000.00   22.92    1.1600 9000.00000 9000.00000 9000.000
  3906   54.04   20.188  -73.71    4.0    4.3376    0.8030   35.59 9000.00 9000.00   22.90    1.1600 9000.00000 9000.00000 9000.000
  3908   53.94   20.199  -73.70    4.0    4.3375    0.8040   35.65 9000.00 9000.00   22.88    1.1600 9000.00000 9000.00000 9000.000
  3910   53.86   20.207  -73.71    4.0    4.3374    0.8050   35.70 9000.00 9000.00   22.87    1.1600 9000.00000 9000.00000 9000.000
  3912   53.77   20.217  -73.74    4.0    4.3372    0.8070   35.76 9000.00 9000.00   22.86    1.1600 9000.00000 9000.00000 9000.000
  3914   53.67   20.228  -73.77    4.0    4.3374    0.8080   35.82 9000.00 9000.00   22.86    1.1600 9000.00000 9000.00000 9000.000
  3916   53.58   20.238  -73.86    4.0    4.3372    0.8090   35.88 9000.00 9000.00   22.84    1.1600 9000.00000 9000.00000 9000.000
  3918   53.49   20.248  -73.97    4.0    4.3371    0.8110   35.94 9000.00 9000.00   22.83    1.1600 9000.00000 9000.00000 9000.000
  3920   53.39   20.258  -74.07    4.0    4.3371    0.8120   36.00 9000.00 9000.00   22.82    1.1600 9000.00000 9000.00000 9000.000
  3922   53.29   20.269  -74.14    4.0    4.3369    0.8140   36.07 9000.00 9000.00   22.80    1.1600 9000.00000 9000.00000 9000.000
  3924   53.20   20.279  -74.24    4.0    4.3760    0.8230   36.13 9000.00 9000.00   22.79    1.1700 9000.00000 9000.00000 9000.000
  3926   53.11   20.289  -74.35    4.0    4.3758    0.8240   36.18 9000.00 9000.00   22.77    1.1700 9000.00000 9000.00000 9000.000
  3928   53.02   20.299  -74.41    4.0    4.3758    0.8250   36.24 9000.00 9000.00   22.76    1.1700 9000.00000 9000.00000 9000.000
  3930   52.93   20.309  -74.36    4.0    4.3366    0.8190   36.30 9000.00 9000.00   22.75    1.1600 9000.00000 9000.00000 9000.000
  3932   52.84   20.319  -74.38    4.0    4.3366    0.8210   36.36 9000.00 9000.00   22.74    1.1600 9000.00000 9000.00000 9000.000
  3934   52.74   20.330  -74.44    4.0    4.3364    0.8220   36.42 9000.00 9000.00   22.72    1.1600 9000.00000 9000.00000 9000.000
  3936   52.65   20.340  -74.37    4.0    4.3364    0.8240   36.48 9000.00 9000.00   22.71    1.1600 9000.00000 9000.00000 9000.000
  3938   52.56   20.350  -74.25    4.0    4.3362    0.8250   36.54 9000.00 9000.00   22.69    1.1600 9000.00000 9000.00000 9000.000
  3940   52.46   20.361  -74.31    4.0    4.3362    0.8270   36.61 9000.00 9000.00   22.68    1.1600 9000.00000 9000.00000 9000.000
  3942   52.38   20.370  -74.39    4.0    4.3360    0.8280   36.66 9000.00 9000.00   22.66    1.1600 9000.00000 9000.00000 9000.000
  3944   52.30   20.379  -74.32    4.0    4.3361    0.8290   36.71 9000.00 9000.00   22.67    1.1600 9000.00000 9000.00000 9000.000
  3946   52.21   20.389  -74.21    4.0    4.3359    0.8300   36.77 9000.00 9000.00   22.65    1.1600 9000.00000 9000.00000 9000.000
  3948   52.12   20.399  -74.25    4.0    4.3361    0.8320   36.83 9000.00 9000.00   22.65    1.1600 9000.00000 9000.00000 9000.000
  3950   52.03   20.409  -74.32    4.0    4.3359    0.8330   36.89 9000.00 9000.00   22.63    1.1600 9000.00000 9000.00000 9000.000
  3952   51.95   20.418  -74.38    4.0    4.3357    0.8350   36.94 9000.00 9000.00   22.61    1.1600 9000.00000 9000.00000 9000.000
  3954   51.85   20.429  -74.43    4.0    4.3747    0.8440   37.01 9000.00 9000.00   22.60    1.1700 9000.00000 9000.00000 9000.000
  3956   51.75   20.440  -74.52    4.0    4.3355    0.8380   37.07 9000.00 9000.00   22.58    1.1600 9000.00000 9000.00000 9000.000
  3958   51.66   20.450  -74.64    4.0    4.3744    0.8470   37.13 9000.00 9000.00   22.56    1.1700 9000.00000 9000.00000 9000.000
  3960   51.57   20.460  -74.68    4.0    4.3745    0.8480   37.19 9000.00 9000.00   22.56    1.1700 9000.00000 9000.00000 9000.000
  3962   51.48   20.471  -74.71    4.0    4.3743    0.8500   37.25 9000.00 9000.00   22.54    1.1700 9000.00000 9000.00000 9000.000
  3964   51.40   20.479  -74.73    4.0    4.3743    0.8510   37.31 9000.00 9000.00   22.53    1.1700 9000.00000 9000.00000 9000.000
  3966   51.31   20.490  -74.79    4.0    4.4132    0.8600   37.37 9000.00 9000.00   22.51    1.1800 9000.00000 9000.00000 9000.000
  3968   51.21   20.501  -74.90    4.0    4.4133    0.8620   37.44 9000.00 9000.00   22.51    1.1800 9000.00000 9000.00000 9000.000
  3970   51.13   20.510  -74.93    4.0    4.4131    0.8630   37.49 9000.00 9000.00   22.49    1.1800 9000.00000 9000.00000 9000.000
  3972   51.04   20.520  -74.90    4.0    4.4129    0.8650   37.55 9000.00 9000.00   22.47    1.1800 9000.00000 9000.00000 9000.000
  3974   50.95   20.531  -74.90    4.0    4.4130    0.8660   37.61 9000.00 9000.00   22.47    1.1800 9000.00000 9000.00000 9000.000
  3976   50.86   20.541  -74.86    4.0    4.4130    0.8680   37.68 9000.00 9000.00   22.46    1.1800 9000.00000 9000.00000 9000.000
  3978   50.78   20.550  -74.82    4.0    4.4128    0.8690   37.73 9000.00 9000.00   22.45    1.1800 9000.00000 9000.00000 9000.000
  3980   50.68   20.561  -74.87    4.0    4.4128    0.8710   37.80 9000.00 9000.00   22.44    1.1800 9000.00000 9000.00000 9000.000
  3982   50.59   20.572  -74.94    4.0    4.4128    0.8720   37.86 9000.00 9000.00   22.43    1.1800 9000.00000 9000.00000 9000.000
  3984   50.51   20.581  -74.99    4.0    4.4127    0.8740   37.92 9000.00 9000.00   22.42    1.1800 9000.00000 9000.00000 9000.000
  3986   50.43   20.590  -75.05    4.0    4.4125    0.8750   37.97 9000.00 9000.00   22.40    1.1800 9000.00000 9000.00000 9000.000
  3988   50.32   20.603  -75.17    4.0    4.4125    0.8770   38.05 9000.00 9000.00   22.39    1.1800 9000.00000 9000.00000 9000.000
  3990   50.24   20.612  -75.29    4.0    4.4125    0.8780   38.10 9000.00 9000.00   22.38    1.1800 9000.00000 9000.00000 9000.000
  3992   50.15   20.622  -75.29    4.0    4.3734    0.8720   38.17 9000.00 9000.00   22.37    1.1700 9000.00000 9000.00000 9000.000
  3994   50.07   20.632  -75.23    4.0    4.4124    0.8810   38.22 9000.00 9000.00   22.36    1.1800 9000.00000 9000.00000 9000.000
  3996   49.98   20.642  -75.31    4.0    4.3734    0.8750   38.28 9000.00 9000.00   22.35    1.1700 9000.00000 9000.00000 9000.000
  3998   49.90   20.651  -75.38    4.0    4.4122    0.8840   38.34 9000.00 9000.00   22.33    1.1800 9000.00000 9000.00000 9000.000
  4000   49.82   20.661  -75.47    4.0    4.4122    0.8860   38.39 9000.00 9000.00   22.32    1.1800 9000.00000 9000.00000 9000.000
  4002   49.72   20.672  -75.58    4.0    4.4511    0.8950   38.46 9000.00 9000.00   22.30    1.1900 9000.00000 9000.00000 9000.000
  4004   49.63   20.683  -75.67    4.0    4.4510    0.8970   38.53 9000.00 9000.00   22.29    1.1900 9000.00000 9000.00000 9000.000
  4006   49.53   20.694  -75.78    4.0    4.4510    0.8990   38.60 9000.00 9000.00   22.28    1.1900 9000.00000 9000.00000 9000.000
  4008   49.46   20.702  -75.86    4.0    4.4510    0.9000   38.65 9000.00 9000.00   22.27    1.1900 9000.00000 9000.00000 9000.000
  4010   49.37   20.713  -75.94    4.0    4.4900    0.9090   38.71 9000.00 9000.00   22.27    1.2000 9000.00000 9000.00000 9000.000
  4012   49.28   20.723  -75.99    4.0    4.4898    0.9110   38.78 9000.00 9000.00   22.25    1.2000 9000.00000 9000.00000 9000.000
  4014   49.18   20.735  -76.03    4.0    4.4898    0.9130   38.85 9000.00 9000.00   22.24    1.2000 9000.00000 9000.00000 9000.000
  4016   49.09   20.746  -76.12    4.0    4.4898    0.9150   38.91 9000.00 9000.00   22.23    1.2000 9000.00000 9000.00000 9000.000
  4018   49.02   20.754  -76.14    4.0    4.4898    0.9160   38.97 9000.00 9000.00   22.22    1.2000 9000.00000 9000.00000 9000.000
  4020   48.93   20.765  -76.07    4.0    4.4897    0.9180   39.03 9000.00 9000.00   22.21    1.2000 9000.00000 9000.00000 9000.000
  4022   48.84   20.775  -76.03    4.0    4.4896    0.9190   39.10 9000.00 9000.00   22.19    1.2000 9000.00000 9000.00000 9000.000
  4024   48.76   20.785  -75.99    4.0    4.4895    0.9210   39.15 9000.00 9000.00   22.18    1.2000 9000.00000 9000.00000 9000.000
  4026   48.68   20.794  -75.95    4.0    4.5284    0.9300   39.21 9000.00 9000.00   22.16    1.2100 9000.00000 9000.00000 9000.000
  4028   48.59   20.805  -75.98    4.0    4.5284    0.9320   39.28 9000.00 9000.00   22.15    1.2100 9000.00000 9000.00000 9000.000
  4030   48.50   20.816  -75.97    4.0    4.4893    0.9260   39.34 9000.00 9000.00   22.14    1.2000 9000.00000 9000.00000 9000.000
  4032   48.41   20.826  -75.69    4.0    4.5283    0.9350   39.41 9000.00 9000.00   22.13    1.2100 9000.00000 9000.00000 9000.000
  4034   48.33   20.836  -75.27    4.0    4.5672    0.9450   39.47 9000.00 9000.00   22.11    1.2200 9000.00000 9000.00000 9000.000
  4036   48.25   20.846  -75.13    4.0    4.6062    0.9550   39.53 9000.00 9000.00   22.10    1.2300 9000.00000 9000.00000 9000.000
  4038   48.17   20.855  -75.12    4.0    4.6842    0.9720   39.59 9000.00 9000.00   22.09    1.2500 9000.00000 9000.00000 9000.000
  4040   48.09   20.865  -74.93    4.0    4.7622    0.9900   39.65 9000.00 9000.00   22.08    1.2700 9000.00000 9000.00000 9000.000
  4042   48.01   20.874  -74.90    4.0    4.7622    0.9920   39.72 9000.00 9000.00   22.07    1.2700 9000.00000 9000.00000 9000.000
  4044   47.92   20.885  -74.91    4.0    4.7620    0.9940   39.79 9000.00 9000.00   22.06    1.2700 9000.00000 9000.00000 9000.000
  4046   47.84   20.895  -74.78    4.0    4.7622    0.9950   39.85 9000.00 9000.00   22.06    1.2700 9000.00000 9000.00000 9000.000
  4048   47.76   20.905  -74.49    4.0    4.7620    0.9970   39.91 9000.00 9000.00   22.04    1.2700 9000.00000 9000.00000 9000.000
  4050   47.69   20.913  -74.42    4.0    4.7617    0.9980   39.97 9000.00 9000.00   22.02    1.2700 9000.00000 9000.00000 9000.000
  4052   47.60   20.924  -74.33    4.0    4.8009    1.0100   40.04 9000.00 9000.00   22.02    1.2800 9000.00000 9000.00000 9000.000
  4054   47.52   20.934  -73.96    4.0    4.8011    1.0100   40.10 9000.00 9000.00   22.02    1.2800 9000.00000 9000.00000 9000.000
  4056   47.44   20.944  -73.62    4.0    4.8401    1.0200   40.17 9000.00 9000.00   22.01    1.2900 9000.00000 9000.00000 9000.000
  4058   47.38   20.951  -73.53    4.0    4.8787    1.0300   40.21 9000.00 9000.00   21.98    1.3000 9000.00000 9000.00000 9000.000
  4060   47.32   20.959  -73.36    4.0    4.9178    1.0400   40.26 9000.00 9000.00   21.98    1.3100 9000.00000 9000.00000 9000.000
  4062   47.25   20.967  -73.13    4.0    5.0347    1.0700   40.32 9000.00 9000.00   21.96    1.3400 9000.00000 9000.00000 9000.000
  4064   47.19   20.975  -72.78    4.0    5.0737    1.0800   40.37 9000.00 9000.00   21.95    1.3500 9000.00000 9000.00000 9000.000
  4066   47.11   20.985  -72.31    4.0    5.1126    1.0900   40.44 9000.00 9000.00   21.94    1.3600 9000.00000 9000.00000 9000.000
  4068   47.04   20.993  -72.02    4.0    5.1124    1.0900   40.50 9000.00 9000.00   21.92    1.3600 9000.00000 9000.00000 9000.000
  4070   46.98   21.001  -71.89    4.0    5.1516    1.1000   40.55 9000.00 9000.00   21.92    1.3700 9000.00000 9000.00000 9000.000
  4072   46.92   21.008  -71.79    4.0    5.2295    1.1100   40.61 9000.00 9000.00   21.91    1.3900 9000.00000 9000.00000 9000.000
  4074   46.85   21.017  -71.75    4.0    5.3074    1.1300   40.67 9000.00 9000.00   21.89    1.4100 9000.00000 9000.00000 9000.000
  4076   46.76   21.029  -71.71    4.0    5.3464    1.1400   40.75 9000.00 9000.00   21.88    1.4200 9000.00000 9000.00000 9000.000
  4078   46.68   21.039  -71.55    4.0    5.3854    1.1500   40.82 9000.00 9000.00   21.87    1.4300 9000.00000 9000.00000 9000.000
  4080   46.62   21.046  -71.36    4.0    5.4633    1.1700   40.88 9000.00 9000.00   21.87    1.4500 9000.00000 9000.00000 9000.000
  4082   46.56   21.054  -71.33    4.0    5.5021    1.1800   40.93 9000.00 9000.00   21.85    1.4600 9000.00000 9000.00000 9000.000
  4084   46.50   21.062  -71.33    4.0    5.6191    1.2100   40.99 9000.00 9000.00   21.84    1.4900 9000.00000 9000.00000 9000.000
  4086   46.42   21.072  -71.15    4.0    5.6191    1.2100   41.06 9000.00 9000.00   21.83    1.4900 9000.00000 9000.00000 9000.000
  4088   46.35   21.081  -70.75    3.0    5.6190    1.2100   41.13 9000.00 9000.00   21.82    1.4900 9000.00000 9000.00000 9000.000
  4090   46.27   21.091  -70.51    3.0    5.6580    1.2200   41.21 9000.00 9000.00   21.81    1.5000 9000.00000 9000.00000 9000.000
  4092   46.20   21.100  -70.40    3.0    5.6580    1.2200   41.28 9000.00 9000.00   21.80    1.5000 9000.00000 9000.00000 9000.000
  4094   46.13   21.109  -70.11    3.0    5.6969    1.2300   41.34 9000.00 9000.00   21.79    1.5100 9000.00000 9000.00000 9000.000
  4096   46.06   21.118  -69.64    3.0    5.7747    1.2500   41.41 9000.00 9000.00   21.77    1.5300 9000.00000 9000.00000 9000.000
  4098   45.98   21.128  -69.52    3.0    5.8137    1.2600   41.49 9000.00 9000.00   21.76    1.5400 9000.00000 9000.00000 9000.000
  4100   45.92   21.136  -69.54    3.0    5.8919    1.2800   41.55 9000.00 9000.00   21.76    1.5600 9000.00000 9000.00000 9000.000
  4102   45.86   21.144  -69.48    3.0    5.9698    1.3000   41.61 9000.00 9000.00   21.75    1.5800 9000.00000 9000.00000 9000.000
  4104   45.79   21.153  -69.35    3.0    5.9696    1.3000   41.69 9000.00 9000.00   21.73    1.5800 9000.00000 9000.00000 9000.000
  4106   45.72   21.162  -69.34    3.0    6.0083    1.3100   41.76 9000.00 9000.00   21.71    1.5900 9000.00000 9000.00000 9000.000
  4108   45.65   21.171  -69.37    3.0    6.0475    1.3200   41.83 9000.00 9000.00   21.71    1.6000 9000.00000 9000.00000 9000.000
  4110   45.59   21.179  -69.37    3.0    6.0862    1.3300   41.89 9000.00 9000.00   21.69    1.6100 9000.00000 9000.00000 9000.000
  4112   45.53   21.187  -69.20    3.0    6.1252    1.3500   41.96 9000.00 9000.00   21.68    1.6200 9000.00000 9000.00000 9000.000
  4114   45.46   21.196  -69.11    3.0    6.1253    1.3500   42.03 9000.00 9000.00   21.68    1.6200 9000.00000 9000.00000 9000.000
  4116   45.39   21.205  -69.07    3.0    6.1643    1.3600   42.11 9000.00 9000.00   21.67    1.6300 9000.00000 9000.00000 9000.000
  4118   45.32   21.215  -68.98    3.0    6.2031    1.3700   42.18 9000.00 9000.00   21.65    1.6400 9000.00000 9000.00000 9000.000
  4120   45.26   21.222  -68.80    3.0    6.2028    1.3700   42.25 9000.00 9000.00   21.64    1.6400 9000.00000 9000.00000 9000.000
  4122   45.20   21.230  -68.71    3.0    6.2417    1.3800   42.31 9000.00 9000.00   21.63    1.6500 9000.00000 9000.00000 9000.000
  4124   45.14   21.238  -68.64    3.0    6.2806    1.3900   42.38 9000.00 9000.00   21.62    1.6600 9000.00000 9000.00000 9000.000
  4126   45.08   21.246  -68.57    3.0    6.2808    1.3900   42.44 9000.00 9000.00   21.62    1.6600 9000.00000 9000.00000 9000.000
  4128   45.02   21.254  -68.43    3.0    6.3195    1.4000   42.51 9000.00 9000.00   21.60    1.6700 9000.00000 9000.00000 9000.000
  4130   44.96   21.262  -68.35    3.0    6.3194    1.4100   42.58 9000.00 9000.00   21.59    1.6700 9000.00000 9000.00000 9000.000
  4132   44.91   21.269  -68.29    2.0    6.3195    1.4100   42.63 9000.00 9000.00   21.59    1.6700 9000.00000 9000.00000 9000.000
  4134   44.85   21.277  -68.17    2.0    6.3190    1.4100   42.70 9000.00 9000.00   21.56    1.6700 9000.00000 9000.00000 9000.000
  4136   44.77   21.288  -68.03    2.0    6.2800    1.4000   42.79 9000.00 9000.00   21.55    1.6600 9000.00000 9000.00000 9000.000
  4138   44.71   21.296  -67.93    2.0    6.3582    1.4200   42.85 9000.00 9000.00   21.55    1.6800 9000.00000 9000.00000 9000.000
  4140   44.66   21.302  -67.87    2.0    6.3581    1.4200   42.91 9000.00 9000.00   21.54    1.6800 9000.00000 9000.00000 9000.000
  4142   44.60   21.311  -67.82    2.0    6.3582    1.4300   42.98 9000.00 9000.00   21.54    1.6800 9000.00000 9000.00000 9000.000
  4144   44.53   21.320  -67.75    2.0    6.3579    1.4300   43.06 9000.00 9000.00   21.52    1.6800 9000.00000 9000.00000 9000.000
  4146   44.46   21.330  -67.69    2.0    6.3579    1.4300   43.14 9000.00 9000.00   21.51    1.6800 9000.00000 9000.00000 9000.000
  4148   44.39   21.339  -67.64    2.0    6.3579    1.4300   43.22 9000.00 9000.00   21.50    1.6800 9000.00000 9000.00000 9000.000
  4150   44.32   21.348  -67.60    2.0    6.3968    1.4400   43.29 9000.00 9000.00   21.49    1.6900 9000.00000 9000.00000 9000.000
  4152   44.27   21.355  -67.64    2.0    6.4355    1.4500   43.35 9000.00 9000.00   21.47    1.7000 9000.00000 9000.00000 9000.000
  4154   44.20   21.365  -67.66    2.0    6.5135    1.4700   43.43 9000.00 9000.00   21.46    1.7200 9000.00000 9000.00000 9000.000
  4156   44.13   21.374  -67.55    2.0    6.5524    1.4800   43.51 9000.00 9000.00   21.45    1.7300 9000.00000 9000.00000 9000.000
  4158   44.06   21.384  -67.40    2.0    6.5914    1.5000   43.60 9000.00 9000.00   21.44    1.7400 9000.00000 9000.00000 9000.000
  4160   43.99   21.393  -67.36    2.0    6.6303    1.5100   43.68 9000.00 9000.00   21.44    1.7500 9000.00000 9000.00000 9000.000
  4162   43.93   21.402  -67.34    2.0    6.6693    1.5200   43.75 9000.00 9000.00   21.43    1.7600 9000.00000 9000.00000 9000.000
  4164   43.86   21.411  -67.32    2.0    6.7472    1.5400   43.84 9000.00 9000.00   21.42    1.7800 9000.00000 9000.00000 9000.000
  4166   43.79   21.421  -67.33    2.0    6.7084    1.5300   43.92 9000.00 9000.00   21.42    1.7700 9000.00000 9000.00000 9000.000
  4168   43.72   21.431  -67.39    2.0    6.7473    1.5400   44.01 9000.00 9000.00   21.41    1.7800 9000.00000 9000.00000 9000.000
  4170   43.65   21.440  -67.40    2.0    6.7471    1.5500   44.09 9000.00 9000.00   21.39    1.7800 9000.00000 9000.00000 9000.000
  4172   43.57   21.451  -67.46    2.0    6.7860    1.5600   44.19 9000.00 9000.00   21.38    1.7900 9000.00000 9000.00000 9000.000
  4174   43.50   21.461  -67.43    2.0    6.8250    1.5700   44.28 9000.00 9000.00   21.37    1.8000 9000.00000 9000.00000 9000.000
  4176   43.44   21.469  -67.41    2.0    6.8639    1.5800   44.35 9000.00 9000.00   21.36    1.8100 9000.00000 9000.00000 9000.000
  4178   43.38   21.478  -67.49    2.0    6.9029    1.5900   44.43 9000.00 9000.00   21.35    1.8200 9000.00000 9000.00000 9000.000
  4180   43.32   21.486  -67.49    2.0    6.9808    1.6100   44.50 9000.00 9000.00   21.34    1.8400 9000.00000 9000.00000 9000.000
  4182   43.24   21.497  -67.47    1.0    6.9808    1.6100   44.60 9000.00 9000.00   21.33    1.8400 9000.00000 9000.00000 9000.000
  4184   43.17   21.507  -67.45    1.0    7.0587    1.6400   44.69 9000.00 9000.00   21.32    1.8600 9000.00000 9000.00000 9000.000
  4186   43.10   21.517  -67.36    1.0    7.0587    1.6400   44.78 9000.00 9000.00   21.31    1.8600 9000.00000 9000.00000 9000.000
  4188   43.03   21.526  -67.23    1.0    7.0586    1.6400   44.87 9000.00 9000.00   21.30    1.8600 9000.00000 9000.00000 9000.000
  4190   42.97   21.535  -67.16    1.0    7.0978    1.6500   44.95 9000.00 9000.00   21.30    1.8700 9000.00000 9000.00000 9000.000
  4192   42.89   21.546  -67.18    1.0    7.0978    1.6500   45.06 9000.00 9000.00   21.29    1.8700 9000.00000 9000.00000 9000.000
  4194   42.82   21.556  -67.15    1.0    7.1367    1.6700   45.15 9000.00 9000.00   21.28    1.8800 9000.00000 9000.00000 9000.000
  4196   42.74   21.567  -67.02    1.0    7.1367    1.6700   45.25 9000.00 9000.00   21.28    1.8800 9000.00000 9000.00000 9000.000
